,Degree,Country,Year,Undergraduate_enrollment,Total,Percentage,Undergraduate_enrollment_Lag,Change_rate,Proportional_Change,Tertiary Enrollment (%),Government expenditure on tertiary education (%),Individuals using the Internet (%)
641,Education,Estonia,2018,255,6209,4.1069415364793045,275.0,-7.2727272727272725,-0.29868665719849485,,89.357,72.0659637451172
642,Education,Estonia,2019,253,6300,4.015873015873016,255.0,-0.7843137254901961,-0.031497043261749146,,90.2289,72.7060317993164
643,Education,Estonia,2020,295,6093,4.841621532906614,253.0,16.600790513833992,0.8037474481505051,,89.0583,72.0443572998047
644,Education,Estonia,2021,256,6173,4.147092175603435,295.0,-13.220338983050848,-0.5482596435543523,,90.9797,73.1502075195312
645,Education,Estonia,2022,285,6087,4.68210941350419,256.0,11.328125,0.5303952069985215,,91.5202,71.4251937866211
646,"Engineering, manufacturing and construction",Estonia,2014,1447,9768,14.813677313677314,1693.0,-14.530419373892498,-2.1524894383724864,26.23038,84.2415,76.2024536132812
647,"Engineering, manufacturing and construction",Estonia,2015,1466,8591,17.064369689209638,1447.0,1.3130615065653075,0.22406566972700975,27.04369,88.4097,74.5832824707031
648,"Engineering, manufacturing and construction",Estonia,2016,1073,6721,15.964886177652135,1466.0,-26.80763983628922,-4.279809186778505,27.11812,87.2402,73.0334320068359
649,"Engineering, manufacturing and construction",Estonia,2017,959,6357,15.085732263646374,1073.0,-10.624417520969246,-1.6027711817853556,,88.1025,72.1369781494141
650,"Engineering, manufacturing and construction",Estonia,2018,886,6209,14.269608632630053,959.0,-7.6120959332638165,-1.0862162984170949,,89.357,72.0659637451172
651,"Engineering, manufacturing and construction",Estonia,2019,823,6300,13.063492063492063,886.0,-7.1106094808126405,-0.9288939051918735,,90.2289,72.7060317993164
652,"Engineering, manufacturing and construction",Estonia,2020,771,6093,12.653865091088134,823.0,-6.318347509113001,-0.7995151697892867,,89.0583,72.0443572998047
653,"Engineering, manufacturing and construction",Estonia,2021,826,6173,13.380852097845455,771.0,7.133592736705577,0.9545354933612192,,90.9797,73.1502075195312
654,"Engineering, manufacturing and construction",Estonia,2022,816,6087,13.405618531296206,826.0,-1.2106537530266344,-0.16229562386557148,,91.5202,71.4251937866211
655,Health and welfare,Estonia,2014,1011,9768,10.35012285012285,1206.0,-16.169154228855724,-1.6735273265124015,26.23038,84.2415,76.2024536132812
656,Health and welfare,Estonia,2015,923,8591,10.743801652892563,1011.0,-8.704253214638971,-0.9351677007463357,27.04369,88.4097,74.5832824707031
657,Health and welfare,Estonia,2016,699,6721,10.400238059812528,923.0,-24.26868905742145,-2.524001435967504,27.11812,87.2402,73.0334320068359
658,Health and welfare,Estonia,2017,656,6357,10.319333018719522,699.0,-6.151645207439199,-0.6348087550857503,,88.1025,72.1369781494141
659,Health and welfare,Estonia,2018,648,6209,10.436463198582702,656.0,-1.2195121951219512,-0.12727394144613052,,89.357,72.0659637451172
660,Health and welfare,Estonia,2019,691,6300,10.968253968253968,648.0,6.635802469135803,0.7278316676464825,,90.2289,72.7060317993164
661,Health and welfare,Estonia,2020,724,6093,11.882488101099623,691.0,4.775687409551375,0.5674704881856549,,89.0583,72.0443572998047
662,Health and welfare,Estonia,2021,719,6173,11.647497165073709,724.0,-0.6906077348066298,-0.08043851633338196,,90.9797,73.1502075195312
663,Health and welfare,Estonia,2022,741,6087,12.173484475110891,719.0,3.05980528511822,0.37248492135248906,,91.5202,71.4251937866211
664,Information and communication technologies,Estonia,2014,1088,9768,11.138411138411138,1262.0,-13.787638668779714,-1.535723881207241,26.23038,84.2415,76.2024536132812
665,Information and communication technologies,Estonia,2015,830,8591,9.661273425678035,1088.0,-23.713235294117645,-2.2910004998390927,27.04369,88.4097,74.5832824707031
666,Information and communication technologies,Estonia,2016,592,6721,8.808213063532213,830.0,-28.674698795180724,-2.5257285652056223,27.11812,87.2402,73.0334320068359
667,Information and communication technologies,Estonia,2017,593,6357,9.328299512348591,592.0,0.16891891891891891,0.015757262689778027,,88.1025,72.1369781494141
668,Information and communication technologies,Estonia,2018,593,6209,9.550652278949912,593.0,0.0,0.0,,89.357,72.0659637451172
669,Information and communication technologies,Estonia,2019,738,6300,11.714285714285714,593.0,24.45193929173693,2.8643700313177547,,90.2289,72.7060317993164
670,Information and communication technologies,Estonia,2020,709,6093,11.636303955358608,738.0,-3.9295392953929538,-0.4572531364571811,,89.0583,72.0443572998047
671,Information and communication technologies,Estonia,2021,751,6173,12.165883687024138,709.0,5.923836389280677,0.7206870449294975,,90.9797,73.1502075195312
672,Information and communication technologies,Estonia,2022,656,6087,10.77706587810087,751.0,-12.649800266311583,-1.3632773081485787,,91.5202,71.4251937866211
673,"Natural sciences, mathematics and statistics",Estonia,2014,491,9768,5.026617526617526,514.0,-4.474708171206226,-0.22492646519883874,26.23038,84.2415,76.2024536132812
674,"Natural sciences, mathematics and statistics",Estonia,2015,456,8591,5.307880339890583,491.0,-7.128309572301425,-0.37836214235472587,27.04369,88.4097,74.5832824707031
675,"Natural sciences, mathematics and statistics",Estonia,2016,471,6721,7.007885731289987,456.0,3.289473684210526,0.2305225569503285,27.11812,87.2402,73.0334320068359
676,"Natural sciences, mathematics and statistics",Estonia,2017,460,6357,7.236117665565518,471.0,-2.335456475583864,-0.16899637860131783,,88.1025,72.1369781494141
677,"Natural sciences, mathematics and statistics",Estonia,2018,439,6209,7.0703817039780965,460.0,-4.565217391304348,-0.3227782951816087,,89.357,72.0659637451172
678,"Natural sciences, mathematics and statistics",Estonia,2019,413,6300,6.555555555555555,439.0,-5.922551252847381,-0.3882561376866617,,90.2289,72.7060317993164
679,"Natural sciences, mathematics and statistics",Estonia,2020,460,6093,7.5496471360577715,413.0,11.380145278450362,0.8591608120937415,,89.0583,72.0443572998047
680,"Natural sciences, mathematics and statistics",Estonia,2021,522,6173,8.456180139316377,460.0,13.478260869565217,1.1397460187774247,,90.9797,73.1502075195312
681,"Natural sciences, mathematics and statistics",Estonia,2022,512,6087,8.411368490225069,522.0,-1.9157088122605364,-0.1611373273989477,,91.5202,71.4251937866211
682,Services,Estonia,2014,971,9768,9.940622440622441,1046.0,-7.170172084130019,-0.7127597352262744,26.23038,84.2415,76.2024536132812
683,Services,Estonia,2015,724,8591,8.427424048422768,971.0,-25.437693099897015,-2.1437422656647,27.04369,88.4097,74.5832824707031
684,Services,Estonia,2016,558,6721,8.30233596191043,724.0,-22.92817679558011,-1.90357426750985,27.11812,87.2402,73.0334320068359
685,Services,Estonia,2017,516,6357,8.117036337895234,558.0,-7.526881720430108,-0.6109597243577058,,88.1025,72.1369781494141
686,Services,Estonia,2018,485,6209,7.8112417458527945,516.0,-6.007751937984496,-0.4692800273671252,,89.357,72.0659637451172
687,Services,Estonia,2019,461,6300,7.317460317460317,485.0,-4.948453608247423,-0.3621011291114384,,90.2289,72.7060317993164
688,Services,Estonia,2020,448,6093,7.35269981946496,461.0,-2.8199566160520604,-0.20734294501745004,,89.0583,72.0443572998047
689,Services,Estonia,2021,480,6173,7.775797829256439,448.0,7.142857142857142,0.5554141306611742,,90.9797,73.1502075195312
690,Services,Estonia,2022,534,6087,8.772794480039428,480.0,11.25,0.9869393790044356,,91.5202,71.4251937866211
691,"Social sciences, journalism and information",Estonia,2014,723,9768,7.401719901719901,779.0,-7.188703465982028,-0.5320876951172201,26.23038,84.2415,76.2024536132812
692,"Social sciences, journalism and information",Estonia,2015,626,8591,7.28669537888488,723.0,-13.416320885200554,-0.9776064339582756,27.04369,88.4097,74.5832824707031
693,"Social sciences, journalism and information",Estonia,2016,506,6721,7.528641571194763,626.0,-19.169329073482427,-1.4431900775453217,27.11812,87.2402,73.0334320068359
694,"Social sciences, journalism and information",Estonia,2017,453,6357,7.126002831524304,506.0,-10.474308300395258,-0.7463995060687513,,88.1025,72.1369781494141
695,"Social sciences, journalism and information",Estonia,2018,394,6209,6.345627315187631,453.0,-13.024282560706402,-0.8264724317794044,,89.357,72.0659637451172
696,"Social sciences, journalism and information",Estonia,2019,373,6300,5.920634920634921,394.0,-5.32994923857868,-0.31556683587140444,,90.2289,72.7060317993164
697,"Social sciences, journalism and information",Estonia,2020,406,6093,6.663384211390119,373.0,8.847184986595174,0.5895219275492598,,89.0583,72.0443572998047
698,"Social sciences, journalism and information",Estonia,2021,358,6173,5.799449214320427,406.0,-11.822660098522167,-0.6856491681955186,,90.9797,73.1502075195312
699,"Social sciences, journalism and information",Estonia,2022,384,6087,6.308526367668803,358.0,7.262569832402235,0.45816113284745497,,91.5202,71.4251937866211
700,"Agriculture, forestry, fisheries and veterinary",European Union - 28 countries (2013-2020),2017,49867,3170104,1.573039875032491,50739.0,-1.7185991052247778,-0.027034249217137353,,,
701,"Agriculture, forestry, fisheries and veterinary",European Union - 28 countries (2013-2020),2018,50718,3216104,1.5770012412533922,49867.0,1.706539394790142,0.026912147438318667,,,
702,"Agriculture, forestry, fisheries and veterinary",European Union - 28 countries (2013-2020),2019,49985,3349200,1.492445957243521,50718.0,-1.4452462636539296,-0.021569519434116106,,,
703,Arts and humanities,European Union - 28 countries (2013-2020),2017,463553,3170104,14.622643294983382,467003.0,-0.7387532842401441,-0.10802525758441095,,,
704,Arts and humanities,European Union - 28 countries (2013-2020),2018,469278,3216104,14.591505747326579,463553.0,1.235025984083805,0.18020888744856506,,,
705,Arts and humanities,European Union - 28 countries (2013-2020),2019,475398,3349200,14.194374776065926,469278.0,1.3041310268113997,0.18511324551656688,,,
706,"Business, administration and law",European Union - 28 countries (2013-2020),2017,686480,3170104,21.654810063013706,679045.0,1.0949200715711034,0.23710286184053617,,,
707,"Business, administration and law",European Union - 28 countries (2013-2020),2018,689941,3216104,21.452695559596332,686480.0,0.5041661810977742,0.10815723594534861,,,
708,"Business, administration and law",European Union - 28 countries (2013-2020),2019,755524,3349200,22.558342290696284,689941.0,9.505595405983989,2.1443047484505695,,,
709,Education,European Union - 28 countries (2013-2020),2017,208419,3170104,6.574516167292934,197463.0,5.5483812157214265,0.36477922005064944,,,
710,Education,European Union - 28 countries (2013-2020),2018,207545,3216104,6.453304992624616,208419.0,-0.41934756428156744,-0.027061777302232116,,,
711,Education,European Union - 28 countries (2013-2020),2019,210481,3349200,6.284515705243043,207545.0,1.4146329711628804,0.08890283124427752,,,
712,"Engineering, manufacturing and construction",European Union - 28 countries (2013-2020),2017,454916,3170104,14.350191665636206,471657.0,-3.549401365823045,-0.5093458989783163,,,
713,"Engineering, manufacturing and construction",European Union - 28 countries (2013-2020),2018,455320,3216104,14.157502369326364,454916.0,0.08880760404118562,0.012572938646272833,,,
714,"Engineering, manufacturing and construction",European Union - 28 countries (2013-2020),2019,488643,3349200,14.589842350412038,455320.0,7.318589124132478,1.0677706154853297,,,
715,Health and welfare,European Union - 28 countries (2013-2020),2017,330803,3170104,10.435083517764717,315939.0,4.7047056552055935,0.49093996438570336,,,
716,Health and welfare,European Union - 28 countries (2013-2020),2018,327490,3216104,10.182817471076806,330803.0,-1.0015024047544914,-0.1019811618445947,,,
717,Health and welfare,European Union - 28 countries (2013-2020),2019,333795,3349200,9.9664098889287,327490.0,1.925249625942777,0.19187826910652372,,,
718,Information and communication technologies,European Union - 28 countries (2013-2020),2017,163279,3170104,5.150588119506489,160699.0,1.6054860328937954,0.08269197287056387,,,
719,Information and communication technologies,European Union - 28 countries (2013-2020),2018,172465,3216104,5.362544246081594,163279.0,5.625953123181794,0.30169422549443303,,,
720,Information and communication technologies,European Union - 28 countries (2013-2020),2019,177022,3349200,5.285501015167801,172465.0,2.642275244252457,0.1396574848584911,,,
721,"Natural sciences, mathematics and statistics",European Union - 28 countries (2013-2020),2017,325006,3170104,10.252218854649563,325899.0,-0.2740112734313392,-0.028092235438593127,,,
722,"Natural sciences, mathematics and statistics",European Union - 28 countries (2013-2020),2018,330376,3216104,10.27255337513961,325006.0,1.6522771887288235,0.16973105611742462,,,
723,"Natural sciences, mathematics and statistics",European Union - 28 countries (2013-2020),2019,336685,3349200,10.052699152036308,330376.0,1.909642346901712,0.19197060001391464,,,
724,Services,European Union - 28 countries (2013-2020),2017,122499,3170104,3.8641949917100513,127634.0,-4.023222652271338,-0.1554651682344133,,,
725,Services,European Union - 28 countries (2013-2020),2018,137623,3216104,4.279183757739178,122499.0,12.346223234475383,0.5283175793438911,,,
726,Services,European Union - 28 countries (2013-2020),2019,139871,3349200,4.176251045025678,137623.0,1.63344789751713,0.06821688489000911,,,
727,"Social sciences, journalism and information",European Union - 28 countries (2013-2020),2017,353422,3170104,11.148593232272505,345599.0,2.263606086823168,0.25236023500087623,,,
728,"Social sciences, journalism and information",European Union - 28 countries (2013-2020),2018,365252,3216104,11.35697104322497,353422.0,3.3472732314343756,0.38014885163162276,,,
729,"Social sciences, journalism and information",European Union - 28 countries (2013-2020),2019,371134,3349200,11.081273139854293,365252.0,1.6103950149485835,0.1784522702370499,,,
730,"Agriculture, forestry, fisheries and veterinary",Finland,2014,841,35881,2.343858866809732,898.0,-6.347438752783964,-0.148775006022444,27.91297,86.5304,89.9938812255859
731,"Agriculture, forestry, fisheries and veterinary",Finland,2015,739,37109,1.9914306502465708,841.0,-12.128418549346016,-0.24152904438186706,26.69626,86.4221,89.6573791503906
732,"Agriculture, forestry, fisheries and veterinary",Finland,2016,636,37677,1.6880324866629508,739.0,-13.937753721244924,-0.23527381072568868,26.54204,87.7036,89.3280029296875
733,"Agriculture, forestry, fisheries and veterinary",Finland,2017,815,37588,2.1682451846333937,636.0,28.144654088050313,0.6102451069958764,,87.4689,90.6983871459961
734,"Agriculture, forestry, fisheries and veterinary",Finland,2018,833,37222,2.237923808500349,815.0,2.208588957055215,0.04942653810184821,,88.89,92.3850021362305
735,"Agriculture, forestry, fisheries and veterinary",Finland,2019,822,38397,2.140792249394484,833.0,-1.3205282112845138,-0.028269765598246486,,89.6074,94.5891189575195
736,"Agriculture, forestry, fisheries and veterinary",Finland,2020,706,39687,1.778920049386449,822.0,-14.111922141119221,-0.25103981232217526,,92.1703,96.4726333618164
737,"Agriculture, forestry, fisheries and veterinary",Finland,2021,917,44634,2.0544876103418916,706.0,29.886685552407933,0.6140182518160612,,92.8081,100.868072509766
738,"Agriculture, forestry, fisheries and veterinary",Finland,2022,901,45865,1.9644609179112613,917.0,-1.7448200654307526,-0.034276308273260836,,92.9888,104.944221496582
739,Arts and humanities,Finland,2014,3343,35881,9.316908670326914,3858.0,-13.34888543286677,-1.2437034642867704,27.91297,86.5304,89.9938812255859
740,Arts and humanities,Finland,2015,3321,37109,8.949311487779244,3343.0,-0.6580915345498056,-0.05889466130156847,26.69626,86.4221,89.6573791503906
741,Arts and humanities,Finland,2016,3404,37677,9.03468959842875,3321.0,2.499247214694369,0.22579922814501238,26.54204,87.7036,89.3280029296875
742,Arts and humanities,Finland,2017,3532,37588,9.396615941257847,3404.0,3.7602820211515864,0.3533392598357828,,87.4689,90.6983871459961
743,Arts and humanities,Finland,2018,3151,37222,8.46542367417119,3532.0,-10.78708946772367,-0.9131728255547065,,88.89,92.3850021362305
744,Arts and humanities,Finland,2019,3297,38397,8.586608328775686,3151.0,4.63344969850841,0.397856177721755,,89.6074,94.5891189575195
745,Arts and humanities,Finland,2020,3405,39687,8.579635648953058,3297.0,3.2757051865332123,0.28104356993840773,,92.1703,96.4726333618164
746,Arts and humanities,Finland,2021,3540,44634,7.931173544831294,3405.0,3.9647577092511015,0.31445181455278265,,92.8081,100.868072509766
747,Arts and humanities,Finland,2022,3537,45865,7.711762782077837,3540.0,-0.0847457627118644,-0.006535392188201557,,92.9888,104.944221496582
748,"Business, administration and law",Finland,2014,7131,35881,19.874028037122713,7153.0,-0.3075632601705578,-0.06112520855818533,27.91297,86.5304,89.9938812255859
749,"Business, administration and law",Finland,2015,7588,37109,20.447869788999974,7131.0,6.408638339643809,1.310430022938296,26.69626,86.4221,89.6573791503906
750,"Business, administration and law",Finland,2016,7786,37677,20.665127265971282,7588.0,2.60938323668951,0.5392323667188078,26.54204,87.7036,89.3280029296875
751,"Business, administration and law",Finland,2017,7741,37588,20.594338618708097,7786.0,-0.5779604418186489,-0.11902713047031398,,87.4689,90.6983871459961
752,"Business, administration and law",Finland,2018,7666,37222,20.59534683789157,7741.0,-0.9688670714377987,-0.19954153376073733,,88.89,92.3850021362305
753,"Business, administration and law",Finland,2019,7997,38397,20.82714795426726,7666.0,4.317766762327159,0.8992676719100527,,89.6074,94.5891189575195
754,"Business, administration and law",Finland,2020,8343,39687,21.021997127522866,7997.0,4.3266224834312865,0.9095424541856835,,92.1703,96.4726333618164
755,"Business, administration and law",Finland,2021,8946,44634,20.04301653448044,8343.0,7.227615965480043,1.448632263009913,,92.8081,100.868072509766
756,"Business, administration and law",Finland,2022,9154,45865,19.95857407609288,8946.0,2.3250614799910574,0.46404911779871666,,92.9888,104.944221496582
757,Education,Finland,2014,1631,35881,4.545581226833143,1619.0,0.7411982705373688,0.03369176943915857,27.91297,86.5304,89.9938812255859
758,Education,Finland,2015,1576,37109,4.246948179686869,1631.0,-3.3721643163703248,-0.14321407105013964,26.69626,86.4221,89.6573791503906
759,Education,Finland,2016,1559,37677,4.1378029036282085,1576.0,-1.0786802030456852,-0.04463366076248702,26.54204,87.7036,89.3280029296875
760,Education,Finland,2017,1755,37588,4.669043311695222,1559.0,12.572161642078255,0.586999672284967,,87.4689,90.6983871459961
761,Education,Finland,2018,1878,37222,5.045403256138843,1755.0,7.0085470085470085,0.3536094589772522,,88.89,92.3850021362305
762,Education,Finland,2019,1946,38397,5.068104278980129,1878.0,3.62087326943557,0.1835096331047118,,89.6074,94.5891189575195
763,Education,Finland,2020,2051,39687,5.167939123642503,1946.0,5.39568345323741,0.2788456361677609,,92.1703,96.4726333618164
764,Education,Finland,2021,2101,44634,4.707173903302415,2051.0,2.437835202340322,0.11475314245008328,,92.8081,100.868072509766
765,Education,Finland,2022,2261,45865,4.929684944947128,2101.0,7.615421227986673,0.3754162737703667,,92.9888,104.944221496582
766,"Engineering, manufacturing and construction",Finland,2014,6943,35881,19.35007385524372,7003.0,-0.8567756675710411,-0.16578672444875386,27.91297,86.5304,89.9938812255859
767,"Engineering, manufacturing and construction",Finland,2015,7562,37109,20.377805923091433,6943.0,8.91545441451822,1.8167739977522104,26.69626,86.4221,89.6573791503906
768,"Engineering, manufacturing and construction",Finland,2016,7443,37677,19.754757544390475,7562.0,-1.573657762496694,-0.31087227555970204,26.54204,87.7036,89.3280029296875
769,"Engineering, manufacturing and construction",Finland,2017,7145,37588,19.008726189209323,7443.0,-4.003761923955394,-0.7610641413924999,,87.4689,90.6983871459961
770,"Engineering, manufacturing and construction",Finland,2018,7359,37222,19.77056579442265,7145.0,2.995101469559132,0.592148506648908,,88.89,92.3850021362305
771,"Engineering, manufacturing and construction",Finland,2019,7395,38397,19.259317134151104,7359.0,0.48919690175295555,0.09421598271904331,,89.6074,94.5891189575195
772,"Engineering, manufacturing and construction",Finland,2020,7783,39687,19.61095572857611,7395.0,5.246788370520622,1.0289453445148788,,92.1703,96.4726333618164
773,"Engineering, manufacturing and construction",Finland,2021,9460,44634,21.19460500963391,7783.0,21.54696132596685,4.566793344617252,,92.8081,100.868072509766
774,"Engineering, manufacturing and construction",Finland,2022,9361,45865,20.409898615502016,9460.0,-1.0465116279069768,-0.21359196225525368,,92.9888,104.944221496582
775,Health and welfare,Finland,2014,7801,35881,21.741311557648896,7637.0,2.147440094277858,0.4668816414108183,27.91297,86.5304,89.9938812255859
776,Health and welfare,Finland,2015,8148,37109,21.95693767010698,7801.0,4.4481476733752086,0.9766770121173085,26.69626,86.4221,89.6573791503906
777,Health and welfare,Finland,2016,8414,37677,22.331926639594446,8148.0,3.264604810996564,0.7290491514644237,26.54204,87.7036,89.3280029296875
778,Health and welfare,Finland,2017,8225,37588,21.881983611790996,8414.0,-2.246256239600666,-0.4915254222282504,,87.4689,90.6983871459961
779,Health and welfare,Finland,2018,8015,37222,21.532964375906722,8225.0,-2.553191489361702,-0.5497778138529374,,88.89,92.3850021362305
780,Health and welfare,Finland,2019,8313,38397,21.650128916321588,8015.0,3.7180286961946347,0.8049580058719691,,89.6074,94.5891189575195
781,Health and welfare,Finland,2020,8519,39687,21.46546728147756,8313.0,2.478046433297245,0.5319242463592418,,92.1703,96.4726333618164
782,Health and welfare,Finland,2021,9514,44634,21.31558901286015,8519.0,11.679774621434442,2.489612755933308,,92.8081,100.868072509766
783,Health and welfare,Finland,2022,10106,45865,22.034230895017988,9514.0,6.222409081353794,1.3710599842180624,,92.9888,104.944221496582
784,Information and communication technologies,Finland,2014,3056,35881,8.517042445862712,3191.0,-4.230648699467252,-0.3603261454689647,27.91297,86.5304,89.9938812255859
785,Information and communication technologies,Finland,2015,3185,37109,8.582823573796114,3056.0,4.221204188481675,0.36229850818707415,26.69626,86.4221,89.6573791503906
786,Information and communication technologies,Finland,2016,3233,37677,8.580831807203333,3185.0,1.5070643642072212,0.12931865831891992,26.54204,87.7036,89.3280029296875
787,Information and communication technologies,Finland,2017,3152,37588,8.385654996275408,3233.0,-2.505412929167955,-0.21009528447210266,,87.4689,90.6983871459961
788,Information and communication technologies,Finland,2018,3115,37222,8.368706678845843,3152.0,-1.1738578680203047,-0.09823672180117267,,88.89,92.3850021362305
789,Information and communication technologies,Finland,2019,3329,38397,8.669948173034351,3115.0,6.869983948635634,0.5956240478424883,,89.6074,94.5891189575195
790,Information and communication technologies,Finland,2020,3531,39687,8.897119963716078,3329.0,6.067888254731151,0.5398672972876684,,92.1703,96.4726333618164
791,Information and communication technologies,Finland,2021,4495,44634,10.070798046332392,3531.0,27.301047861795524,2.749433394693975,,92.8081,100.868072509766
792,Information and communication technologies,Finland,2022,4658,45865,10.15589229259784,4495.0,3.626251390433816,0.36827818547129,,92.9888,104.944221496582
793,"Natural sciences, mathematics and statistics",Finland,2014,1861,35881,5.186589002536161,1876.0,-0.7995735607675907,-0.04147059436995865,27.91297,86.5304,89.9938812255859
794,"Natural sciences, mathematics and statistics",Finland,2015,1714,37109,4.61882562181681,1861.0,-7.898979043524987,-0.3648400679242725,26.69626,86.4221,89.6573791503906
795,"Natural sciences, mathematics and statistics",Finland,2016,1673,37677,4.440374764445152,1714.0,-2.3920653442240374,-0.10621666589396221,26.54204,87.7036,89.3280029296875
796,"Natural sciences, mathematics and statistics",Finland,2017,1533,37588,4.078429285942322,1673.0,-8.368200836820083,-0.34129115363534074,,87.4689,90.6983871459961
797,"Natural sciences, mathematics and statistics",Finland,2018,1555,37222,4.177636881414218,1533.0,1.4350945857795172,0.0599530406987037,,88.89,92.3850021362305
798,"Natural sciences, mathematics and statistics",Finland,2019,1543,38397,4.018543115347553,1555.0,-0.7717041800643086,-0.031011265198823558,,89.6074,94.5891189575195
799,"Natural sciences, mathematics and statistics",Finland,2020,1609,39687,4.054224305188097,1543.0,4.277381723914452,0.17341464947661334,,92.1703,96.4726333618164
800,"Natural sciences, mathematics and statistics",Finland,2021,1532,44634,3.432360980418515,1609.0,-4.785581106277191,-0.164258418578139,,92.8081,100.868072509766
801,"Natural sciences, mathematics and statistics",Finland,2022,1582,45865,3.4492532432137795,1532.0,3.263707571801567,0.11257353926937926,,92.9888,104.944221496582
802,Services,Finland,2014,2048,35881,5.707756194086007,2599.0,-21.200461716044632,-1.21007066677237,27.91297,86.5304,89.9938812255859
803,Services,Finland,2015,1958,37109,5.276348055727721,2048.0,-4.39453125,-0.23187076416772212,26.69626,86.4221,89.6573791503906
804,Services,Finland,2016,2168,37677,5.754173633781883,1958.0,10.725229826353422,0.6171483468305391,26.54204,87.7036,89.3280029296875
805,Services,Finland,2017,2242,37588,5.964669575396403,2168.0,3.4132841328413286,0.20359112019341966,,87.4689,90.6983871459961
806,Services,Finland,2018,2170,37222,5.829885551555532,2242.0,-3.2114183764495987,-0.18722201592863438,,88.89,92.3850021362305
807,Services,Finland,2019,2222,38397,5.786910435711123,2170.0,2.3963133640553,0.13867250813685644,,89.6074,94.5891189575195
808,Services,Finland,2020,2186,39687,5.5081008894600245,2222.0,-1.6201620162016201,-0.08924015842509492,,92.1703,96.4726333618164
809,Services,Finland,2021,2305,44634,5.1642245821571,2186.0,5.443732845379689,0.28112658978805805,,92.8081,100.868072509766
810,Services,Finland,2022,2455,45865,5.352665431156655,2305.0,6.507592190889371,0.3483296376023854,,92.9888,104.944221496582
811,"Social sciences, journalism and information",Finland,2014,1226,35881,3.416850143530002,1335.0,-8.164794007490636,-0.2789787757638728,27.91297,86.5304,89.9938812255859
812,"Social sciences, journalism and information",Finland,2015,1318,37109,3.551699048748282,1226.0,7.504078303425775,0.2665222777200995,26.69626,86.4221,89.6573791503906
813,"Social sciences, journalism and information",Finland,2016,1361,37677,3.612283355893516,1318.0,3.2625189681335356,0.1178514296687566,26.54204,87.7036,89.3280029296875
814,"Social sciences, journalism and information",Finland,2017,1448,37588,3.8522932850909863,1361.0,6.39235855988244,0.2462523995612901,,87.4689,90.6983871459961
815,"Social sciences, journalism and information",Finland,2018,1480,37222,3.9761431411530817,1448.0,2.209944751381215,0.08787056665531671,,88.89,92.3850021362305
816,"Social sciences, journalism and information",Finland,2019,1533,38397,3.99249941401672,1480.0,3.581081081081081,0.1429746411776258,,89.6074,94.5891189575195
817,"Social sciences, journalism and information",Finland,2020,1554,39687,3.9156398820772544,1533.0,1.36986301369863,0.05363890249420896,,92.1703,96.4726333618164
818,"Social sciences, journalism and information",Finland,2021,1824,44634,4.086570775641888,1554.0,17.374517374517374,0.7100219494358492,,92.8081,100.868072509766
819,"Social sciences, journalism and information",Finland,2022,1850,45865,4.033576801482612,1824.0,1.425438596491228,0.05749616054744951,,92.9888,104.944221496582
820,"Agriculture, forestry, fisheries and veterinary",France,2017,1315,434270,0.3028070094641582,771.0,70.55771725032426,0.21365371355188337,,80.5025,65.8022308349609
821,"Agriculture, forestry, fisheries and veterinary",France,2018,1374,470059,0.29230373208469573,1315.0,4.486692015209125,0.013114768207602318,,82.0432,67.5435180664062
822,"Agriculture, forestry, fisheries and veterinary",France,2019,1304,485826,0.2684088541988284,1374.0,-5.094614264919942,-0.01367439577432168,,83.3397,67.7331314086914
823,"Agriculture, forestry, fisheries and veterinary",France,2020,1331,487909,0.27279677152911713,1304.0,2.0705521472392636,0.005648399410495522,,84.7064,68.8709411621094
824,"Agriculture, forestry, fisheries and veterinary",France,2021,1376,545661,0.25217121985994967,1331.0,3.3809166040571,0.008525698642898373,,86.0955,69.9397888183594
825,"Agriculture, forestry, fisheries and veterinary",France,2022,1851,592105,0.31261347227265435,1376.0,34.520348837209305,0.10791526114063286,,85.3333,71.4203109741211
826,Arts and humanities,France,2017,94565,434270,21.77562346005941,98280.0,-3.78001628001628,-0.82312211186529,,80.5025,65.8022308349609
827,Arts and humanities,France,2018,99569,470059,21.18223457055391,94565.0,5.291598371490509,1.1208787795807302,,82.0432,67.5435180664062
828,Arts and humanities,France,2019,102831,485826,21.166220004693038,99569.0,3.2761200775341726,0.693430783228803,,83.3397,67.7331314086914
829,Arts and humanities,France,2020,105911,487909,21.707121614891303,102831.0,2.995205725899777,0.6501729495372524,,84.7064,68.8709411621094
830,Arts and humanities,France,2021,115476,545661,21.162589959700252,105911.0,9.031167678522534,1.9112289843787043,,86.0955,69.9397888183594
831,Arts and humanities,France,2022,113994,592105,19.25232855659047,115476.0,-1.2833835602203054,-0.2470812196548813,,85.3333,71.4203109741211
832,"Business, administration and law",France,2017,108765,434270,25.045478619292144,104746.0,3.836900693105226,0.9609701427351415,,80.5025,65.8022308349609
833,"Business, administration and law",France,2018,119232,470059,25.3653264802929,108765.0,9.62350020686802,2.4410322463037355,,82.0432,67.5435180664062
834,"Business, administration and law",France,2019,125984,485826,25.931918011798462,119232.0,5.662909286097692,1.468500993153375,,83.3397,67.7331314086914
