id,Aggregationmethod,Developmentrelevance,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Shortdefinition,Unitofmeasure
SE.PRM.CUAT.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed primary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed primary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.ST.FE.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed short-cycle tertiary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.ST.MA.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed short-cycle tertiary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.ST.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed short-cycle tertiary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.SEC.CUAT.UP.FE.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed upper secondary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.SEC.CUAT.UP.MA.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed upper secondary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.SEC.CUAT.UP.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed upper secondary education by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.MS.FE.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Master's or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.MS.MA.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Master's or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.MS.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Master's or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.DO.FE.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Doctoral or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.DO.MA.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Doctoral or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.TER.CUAT.DO.ZS,,"A relative high concentration of the adult population in a given level of education reflects the capacity of the educational system in the corresponding level of education. Educational attainment is closely related to the skills and competencies of a country's population, and could be seen as a proxy of both the quantitative and qualitative aspects of the stock of human capital.","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Caution is required when using this indicator for cross-country comparison, since the countries do not always classify degrees and qualifications at the same International Standard Classification of Education (ISCED) levels, even if they are received at roughly the same age or after a similar number of years of schooling. Also, certain educational programmes and study courses cannot be easily classified according to ISCED. This indicator only measures educational attainment in terms of level of education attained, i.e. years of schooling, and do not necessarily reveal the quality of the education (learning achievement and other impacts).",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,"UNESCO Institute for Statistics (UIS). UIS.Stat Bulk Data Download Service. Accessed September 30, 2024. https://apiportal.uis.unesco.org/bdds.","It is calculated by dividing the number of population ages 25 and older who attained or completed Doctoral or equivalent by the total population of the same age group and multiplying by 100. The number 0 means zero or small enough that the number would round to zero. 

Data are collected by the UNESCO Institute for Statistics mainly from national population census, household survey, and labour force survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011.",Education: Outcomes,,
SE.XPD.PRIM.ZS,Median,The share of government expenditure for a specific education level allows an assessment of the priority a government assigns to a level of education relative to other levels. Enrolment and the relative costs per student between different levels of education should be also taken into account.,Expenditure on primary education (% of government expenditure on education),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data disaggregated by level of education are estimates in some instances. It is often difficult to separate lower from upper secondary education expenditure, or pre-primary from primary.","Expenditure on primary education is expressed as a percentage of total general government expenditure on education. General government usually refers to local, regional and central governments.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,"The share of expenditure on primary education to total government expenditure on education is calculated by dividing government expenditure on primary education by total government expenditure on education (all levels combined), and multiplying by 100. Aggregate data are based on World Bank estimates.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",Education: Inputs,,
SE.XPD.SECO.ZS,Median,The share of government expenditure for a specific education level allows an assessment of the priority a government assigns to a level of education relative to other levels. Enrolment and the relative costs per student between different levels of education should be also taken into account.,Expenditure on secondary education (% of government expenditure on education),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data disaggregated by level of education are estimates in some instances. It is often difficult to separate lower from upper secondary education expenditure, or pre-primary from primary.","Expenditure on secondary education is expressed as a percentage of total general government expenditure on education. General government usually refers to local, regional and central governments.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,"The share of expenditure on secondary education to total government expenditure on education is calculated by dividing government expenditure on secondary education by total government expenditure on education (all levels combined), and multiplying by 100. Aggregate data are based on World Bank estimates.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",Education: Inputs,,
SE.XPD.TERT.ZS,Median,The share of government expenditure for a specific education level allows an assessment of the priority a government assigns to a level of education relative to other levels. Enrolment and the relative costs per student between different levels of education should be also taken into account.,Expenditure on tertiary education (% of government expenditure on education),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data disaggregated by level of education are estimates in some instances. It is often difficult to separate lower from upper secondary education expenditure, or pre-primary from primary.","Expenditure on tertiary education is expressed as a percentage of total general government expenditure on education. General government usually refers to local, regional and central governments.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,"The share of expenditure on tertiary education to total government expenditure on education is calculated by dividing government expenditure on tertiary education by total government expenditure on education (all levels combined), and multiplying by 100. Aggregate data are based on World Bank estimates.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",Education: Inputs,,
SE.LPV.PRIM.SD.FE,Weighted average,"Ensuring that all students read with comprehension is essential to achieving the ambitious SDG targets and to building human capital. Children need to learn to read so that they can read to learn. Those who do not become proficient in reading by the end of primary school often cannot catch up later, because the curriculum of every school system assumes that secondary-school students can learn through reading. Reading is a gateway to all types of academic learning.  In high-income countries, 90% of all children learn to read with comprehension before the end of primary school, and for the highest-performing countries, the figure reaches 97% or more. Yet past evidence from many low- and middle-income countries has shown that many children are not learning to read with comprehension in primary school. 
The LP indicator illustrates progress toward SDG 4’s broader goal of ensuring inclusive and equitable quality education for all. It particularly highlights progress towards SDG 4.1.1(b) and SDG 4.1.4, which specifies that all children attend primary school and reach at least a minimum proficiency level in reading at the end of primary. The indicator is also aligned with the World Bank’s Human Capital Project, which aims to ensure that children reach their full potential in school and in life. The ability to read with comprehension is a foundational skill that every education system around the world strives to impart by late in primary school—generally by age 10. Moreover, attaining the ambitious Sustainable Development Goals (SDGs) in education requires first to achieving this basic building block, and so does improving countries’ Human Capital Index scores.",Female primary school age children out-of-school (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The enrollment for a given learning poverty release are not strictly comparable between countries, due to the differences in enrollment years and definitions, which are determined by best-match with the assessment year and data availability of enrollment indicators. 
The measure will also differ from out of school estimates using household survey data, which UIS reports for SDG 4.1.4. Households survey estimates are not used for Schooling Deprivation because data is typically reported for countries in various years and with time gaps. School surveys are more feasibly collected annually, while household data collection occurs every few years and can also depend on country demand. School surveys also allow more global consistency as the same survey and source data are used across countries. However, the source used to compute the total school-age population differ in some cases where a country provides their national estimates over the default UNDP population data. However, there are potential trade-offs in precision from school surveys as responses come from school representatives rather than using microdata.
Enrollment indicators are based on annual school surveys, but do not necessarily reflect actual attendance or dropout rates during the year. Also, enrolment rate (any definition) is affected by different age-reference points for enrollment. The length of education differs across countries and can influence enrollment rates, although the International Standard Classification of Education (ISCED) tries to minimize the difference. For example, a shorter duration for primary education tends to increase the rate; a longer one to decrease it (in part because older children are more at risk of dropping out). Moreover, age at enrollment may be inaccurately estimated or misstated, especially in communities where registration of births is not strictly enforced. The population data further affects the reference age.
Due to the limitations described, in some cases, country specialists will provide a data point that better reflects enrollment in the country.","The share of female children of primary-school age who are out of school or schooling deprived. This dimension is linked to the indicator 4.1.4 from the SDG 4 thematic framework. This element reflects the belief that all primary-age children should be learning in schools of some type, a belief that every country has enshrined in law and that is enshrined in the SDGs. In addition to fulfilling a universal right and serving as a necessary condition for sustained learning, schooling offers many benefits beyond learning. It contributes to children’s health and well-being such as promoting safety, nutrition, and socialization, and facilitating parents' labor market participation and, at the macro level, schooling can help build social cohesion, democracy, and peace. All those complementary functions mean that schooling has value over and above the measured cognitive learning that it leads to, and they justify including schooling deprivation in the concept of learning poverty.",,World Bank and UIS,"Schooling Deprivation is derived using enrollment rates computed by UIS using administrative records and follows the SDG 4.1.4 indicator. To ensure country coverage of data, we consider other enrollment definitions to use for learning poverty, if the first-best option is not available. 
We construct an enrollment dataset from 1990 to the year of the current release, relying on multiple enrollment definitions. Our dataset is constructed from UIS (UNESCO Institute of Statistics), and other sources suggested by World Bank regional or country education specialists. Data sources are typically from administrative records (school registers or school censuses) for data on enrolment by age, and UNPD population estimates for school-age population (UIS). Enrolment by single years of age in all levels of education and the total primary-school-age population are used to compute enrollment rates.
We follow this hierarchy of enrollment definitions: Country specialist validated data > Adjusted Net Enrollment Rate (ANER) > Total Net Enrollment Rate (TNER) > Net enrollment rate (NER) > Gross Enrollment Rate (GER; if the gross enrollment rate is higher than 100%, it is adjusted to be 100%).
Our preferred measure of school participation is ANER, because it accounts for some primary school aged children who might enter primary school early and advance to secondary school before they reach the official upper age limit of primary education. Adjusted net enrollment is a measure of both “stock” and “flow” and accounts for both age- and grade-based distortions, as it is the percent of primary school age children enrolled either in primary or secondary education, as opposed to gross enrollment which is the share of children of any age that are enrolled in primary school, or net enrollment which is the share of primary school age children that are enrolled in primary school. The next-best indicator is used if ANER is unavailable. In some cases, country specialists will provide a data point that reflects enrollment in the country better than UIS statistics which is used. In future Learning Poverty releases, the enrollment hierarchy may be adjusted as availability of indicator definitions change. 
The enrollment year used is the one that best pairs with the assessment year used to compute Learning Deprivation. The year of the preferred assessment is the base. If the same enrollment year is not available, we use a step function to fill the data in with the value of the closest year. If there is data available for two years equally close to the year to fill, the older value is used. This procedure to extrapolate enrollment for missing values is required for us to pair the proficiency measure with enrollment measures from the same year, or its best proxy when enrollment is not available for the same year of the assessment.",Education: Outcomes,The share of female children of primary-school age who are out of school.,% of Total
