,Unnamed: 0,Field (ISCED-F 2013),Country,Year,Enrollment Count,Total,Distribution (%),Enrollment Growth Rate (%),Weighted Enrollment Growth Rate (%),Total Growth Rate (%),Tertiary Enrollment (%),Government expenditure on tertiary education (%),Individuals using the Internet (%)
368,368,"Social sciences, journalism and information",Bulgaria,2021,3537.0,40631.0,8.705175850951244,-0.3381234150464919,-0.029534099579139,-2.7268374431410103,,75.2714,85.3017501831055
369,369,"Social sciences, journalism and information",Bulgaria,2022,4043.0,40889.0,9.887744870258503,14.305908962397512,1.2374966372373988,0.6349831409514902,,79.1269,84.1293563842773
370,370,"Agriculture, forestry, fisheries and veterinary",Croatia,2015,1456.0,30023.0,4.849615294940546,,,,,69.845,68.4413986206055
371,371,"Agriculture, forestry, fisheries and veterinary",Croatia,2016,1417.0,29258.0,4.843119830473716,-2.6785714285714284,-0.1332968760680839,-2.548046497685108,,72.6973,69.5889511108398
372,372,"Agriculture, forestry, fisheries and veterinary",Croatia,2017,1411.0,30254.0,4.663846102994645,-0.4234297812279464,-0.0198320883188999,3.4041971426618365,,67.0962,71.3775863647461
373,373,"Agriculture, forestry, fisheries and veterinary",Croatia,2018,1236.0,29471.0,4.193953377896916,-12.40255138199858,-0.5938040785857283,-2.588087525616447,,75.2946,72.8625411987305
374,374,"Agriculture, forestry, fisheries and veterinary",Croatia,2019,812.0,27713.0,2.9300328365748927,-34.3042071197411,-1.529967885108072,-5.96518611516406,,79.0798,74.0501174926758
375,375,"Agriculture, forestry, fisheries and veterinary",Croatia,2020,680.0,27444.0,2.4777729193995044,-16.25615763546798,-0.4809794490599037,-0.9706635874860172,,78.3209,74.738037109375
376,376,"Agriculture, forestry, fisheries and veterinary",Croatia,2021,895.0,27199.0,3.2905621530203315,31.61764705882353,0.7904702378763926,-0.8927270077248214,,81.254,78.0067901611328
377,377,"Agriculture, forestry, fisheries and veterinary",Croatia,2022,894.0,26619.0,3.3585033246928884,-0.1117318435754189,-0.0037567151282918,-2.132431339387477,,82.0716,80.7626724243164
378,378,Arts and humanities,Croatia,2015,2634.0,30023.0,8.773273823402059,,,,,69.845,68.4413986206055
379,379,Arts and humanities,Croatia,2016,2791.0,29258.0,9.539271310410829,5.960516324981017,0.5366053728894661,-2.548046497685108,,72.6973,69.5889511108398
380,380,Arts and humanities,Croatia,2017,2947.0,30254.0,9.74086071263304,5.589394482264421,0.5156342962913995,3.4041971426618365,,67.0962,71.3775863647461
381,381,Arts and humanities,Croatia,2018,2664.0,29471.0,9.03939465915646,-9.602986087546658,-0.9602660242272064,-2.588087525616447,,75.2946,72.8625411987305
382,382,Arts and humanities,Croatia,2019,2700.0,27713.0,9.742720023093854,1.351351351351351,0.1299029336412513,-5.96518611516406,,79.0798,74.0501174926758
383,383,Arts and humanities,Croatia,2020,2515.0,27444.0,9.164116018073168,-6.851851851851852,-0.6740999854248652,-0.9706635874860172,,78.3209,74.738037109375
384,384,Arts and humanities,Croatia,2021,2454.0,27199.0,9.022390529063568,-2.42544731610338,-0.2242729512114415,-0.8927270077248214,,81.254,78.0067901611328
385,385,Arts and humanities,Croatia,2022,2566.0,26619.0,9.639731019196814,4.5639771801141,0.4207520943686841,-2.132431339387477,,82.0716,80.7626724243164
386,386,"Business, administration and law",Croatia,2015,6751.0,30023.0,22.486093994604136,,,,,69.845,68.4413986206055
387,387,"Business, administration and law",Croatia,2016,6088.0,29258.0,20.807984141089616,-9.820767293734262,-2.266046893157428,-2.548046497685108,,72.6973,69.5889511108398
388,388,"Business, administration and law",Croatia,2017,6215.0,30254.0,20.542738150327228,2.0860709592641262,0.4197792027500496,3.4041971426618365,,67.0962,71.3775863647461
389,389,"Business, administration and law",Croatia,2018,6011.0,29471.0,20.39632180787893,-3.2823813354786804,-0.6922058973227918,-2.588087525616447,,75.2946,72.8625411987305
390,390,"Business, administration and law",Croatia,2019,5394.0,27713.0,19.4637895572475,-10.26451505573116,-2.226391946018114,-5.96518611516406,,79.0798,74.0501174926758
391,391,"Business, administration and law",Croatia,2020,5983.0,27444.0,21.80075790701064,10.919540229885058,2.146188602244571,-0.9706635874860172,,78.3209,74.738037109375
392,392,"Business, administration and law",Croatia,2021,5275.0,27199.0,19.39409537115335,-11.833528330269097,-2.6030368763557483,-0.8927270077248214,,81.254,78.0067901611328
393,393,"Business, administration and law",Croatia,2022,5074.0,26619.0,19.061572560952705,-3.810426540284361,-0.7550997407866562,-2.132431339387477,,82.0716,80.7626724243164
394,394,Education,Croatia,2015,918.0,30023.0,3.0576557972221297,,,,,69.845,68.4413986206055
395,395,Education,Croatia,2016,877.0,29258.0,2.997470777223324,-4.466230936819173,-0.1401326133023446,-2.548046497685108,,72.6973,69.5889511108398
396,396,Education,Croatia,2017,970.0,30254.0,3.206187611555497,10.604332953249717,0.3073973689429497,3.4041971426618365,,67.0962,71.3775863647461
397,397,Education,Croatia,2018,953.0,29471.0,3.2336873536697093,-1.7525773195876289,-0.0576838247768993,-2.588087525616447,,75.2946,72.8625411987305
398,398,Education,Croatia,2019,1069.0,27713.0,3.857395446180493,12.17208814270724,0.4185761195106989,-5.96518611516406,,79.0798,74.0501174926758
399,399,Education,Croatia,2020,1076.0,27444.0,3.920711266579216,0.6548175865294669,0.0255064859349949,-0.9706635874860172,,78.3209,74.738037109375
400,400,Education,Croatia,2021,1289.0,27199.0,4.739144821500791,19.79553903345725,0.7831170263612633,-0.8927270077248214,,81.254,78.0067901611328
401,401,Education,Croatia,2022,1143.0,26619.0,4.293925391637552,-11.326609775019394,-0.5484804087306059,-2.132431339387477,,82.0716,80.7626724243164
402,402,"Engineering, manufacturing and construction",Croatia,2015,6981.0,30023.0,23.25217333377744,,,,,69.845,68.4413986206055
403,403,"Engineering, manufacturing and construction",Croatia,2016,7084.0,29258.0,24.21218128375145,1.475433319008738,0.3520404675644268,-2.548046497685108,,72.6973,69.5889511108398
404,404,"Engineering, manufacturing and construction",Croatia,2017,7106.0,30254.0,23.48780326568388,0.3105590062111801,0.0727176571692999,3.4041971426618365,,67.0962,71.3775863647461
405,405,"Engineering, manufacturing and construction",Croatia,2018,6903.0,29471.0,23.423026025584477,-2.856740782437377,-0.6888127311594449,-2.588087525616447,,75.2946,72.8625411987305
406,406,"Engineering, manufacturing and construction",Croatia,2019,6354.0,27713.0,22.92786778768087,-7.953063885267275,-1.981019738029084,-5.96518611516406,,79.0798,74.0501174926758
407,407,"Engineering, manufacturing and construction",Croatia,2020,5947.0,27444.0,21.669581693630665,-6.405413912496065,-1.4830199679347031,-0.9706635874860172,,78.3209,74.738037109375
408,408,"Engineering, manufacturing and construction",Croatia,2021,6159.0,27199.0,22.64421486084047,3.564822599630066,0.7794404206036988,-0.8927270077248214,,81.254,78.0067901611328
409,409,"Engineering, manufacturing and construction",Croatia,2022,5994.0,26619.0,22.517750478981178,-2.679006332196785,-0.6198579961681505,-2.132431339387477,,82.0716,80.7626724243164
410,410,Health and welfare,Croatia,2015,2162.0,30023.0,7.201145788229025,,,,,69.845,68.4413986206055
411,411,Health and welfare,Croatia,2016,2384.0,29258.0,8.148198783238772,10.26827012025902,0.7587668330029395,-2.548046497685108,,72.6973,69.5889511108398
412,412,Health and welfare,Croatia,2017,2608.0,30254.0,8.620347722615191,9.395973154362416,0.7403979639055993,3.4041971426618365,,67.0962,71.3775863647461
413,413,Health and welfare,Croatia,2018,2955.0,29471.0,10.02680601269044,13.30521472392638,1.1774286586814158,-2.588087525616447,,75.2946,72.8625411987305
414,414,Health and welfare,Croatia,2019,2813.0,27713.0,10.150470898134447,-4.805414551607445,-0.5123949049182694,-5.96518611516406,,79.0798,74.0501174926758
415,415,Health and welfare,Croatia,2020,2869.0,27444.0,10.45401544964291,1.9907571987202275,0.2040518874799591,-0.9706635874860172,,78.3209,74.738037109375
416,416,Health and welfare,Croatia,2021,2981.0,27199.0,10.959961763300122,3.9037992331822937,0.411779844847237,-0.8927270077248214,,81.254,78.0067901611328
417,417,Health and welfare,Croatia,2022,2998.0,26619.0,11.26263195461888,0.5702784300570278,0.0638641571809609,-2.132431339387477,,82.0716,80.7626724243164
418,418,Information and communication technologies,Croatia,2015,1563.0,30023.0,5.206008726642907,,,,,69.845,68.4413986206055
419,419,Information and communication technologies,Croatia,2016,1455.0,29258.0,4.972998837924671,-6.90978886756238,-0.3691298106500786,-2.548046497685108,,72.6973,69.5889511108398
420,420,Information and communication technologies,Croatia,2017,1640.0,30254.0,5.420770807165995,12.714776632302405,0.6114893898327494,3.4041971426618365,,67.0962,71.3775863647461
421,421,Information and communication technologies,Croatia,2018,1669.0,29471.0,5.663194326626175,1.768292682926829,0.0984018187370635,-2.588087525616447,,75.2946,72.8625411987305
422,422,Information and communication technologies,Croatia,2019,1799.0,27713.0,6.491538267239202,7.789095266626722,0.4690939270378522,-5.96518611516406,,79.0798,74.0501174926758
423,423,Information and communication technologies,Croatia,2020,2063.0,27444.0,7.517125783413497,14.674819344080046,0.9619588981198076,-0.9706635874860172,,78.3209,74.738037109375
424,424,Information and communication technologies,Croatia,2021,1997.0,27199.0,7.342181697856539,-3.199224430441105,-0.2426559799992647,-0.8927270077248214,,81.254,78.0067901611328
425,425,Information and communication technologies,Croatia,2022,1967.0,26619.0,7.389458657350013,-1.5022533800701052,-0.1127014538487546,-2.132431339387477,,82.0716,80.7626724243164
426,426,"Natural sciences, mathematics and statistics",Croatia,2015,1401.0,30023.0,4.666422409486061,,,,,69.845,68.4413986206055
427,427,"Natural sciences, mathematics and statistics",Croatia,2016,1380.0,29258.0,4.716658691639894,-1.4989293361884368,-0.0717752409597375,-2.548046497685108,,72.6973,69.5889511108398
428,428,"Natural sciences, mathematics and statistics",Croatia,2017,1368.0,30254.0,4.521716136709196,-0.8695652173913043,-0.0396641766377999,3.4041971426618365,,67.0962,71.3775863647461
429,429,"Natural sciences, mathematics and statistics",Croatia,2018,1301.0,29471.0,4.414509178514471,-4.89766081871345,-0.2273421329442503,-2.588087525616447,,75.2946,72.8625411987305
430,430,"Natural sciences, mathematics and statistics",Croatia,2019,1358.0,27713.0,4.900227330133872,4.381245196003074,0.2056796449319813,-5.96518611516406,,79.0798,74.0501174926758
431,431,"Natural sciences, mathematics and statistics",Croatia,2020,1148.0,27444.0,4.183063693339164,-15.463917525773196,-0.765194578049847,-0.9706635874860172,,78.3209,74.738037109375
432,432,"Natural sciences, mathematics and statistics",Croatia,2021,1262.0,27199.0,4.6398764660465455,9.930313588850174,0.4191330563623662,-0.8927270077248214,,81.254,78.0067901611328
433,433,"Natural sciences, mathematics and statistics",Croatia,2022,1340.0,26619.0,5.033998271911041,6.180665610142631,0.2930237800067621,-2.132431339387477,,82.0716,80.7626724243164
434,434,Services,Croatia,2015,4327.0,30023.0,14.412283915664656,,,,,69.845,68.4413986206055
435,435,Services,Croatia,2016,3800.0,29258.0,12.98790074509536,-12.17933903397273,-1.8012167612276984,-2.548046497685108,,72.6973,69.5889511108398
436,436,Services,Croatia,2017,3843.0,30254.0,12.702452568255437,1.1315789473684212,0.1421299662854498,3.4041971426618365,,67.0962,71.3775863647461
437,437,Services,Croatia,2018,3661.0,29471.0,12.422381324013436,-4.735883424408015,-0.6175562417291575,-2.588087525616447,,75.2946,72.8625411987305
438,438,Services,Croatia,2019,3501.0,27713.0,12.6330602966117,-4.370390603660202,-0.5773463717388951,-5.96518611516406,,79.0798,74.0501174926758
439,439,Services,Croatia,2020,3341.0,27444.0,12.173881358402566,-4.570122822050843,-0.5830053927998834,-0.9706635874860172,,78.3209,74.738037109375
440,440,Services,Croatia,2021,3204.0,27199.0,11.779844847237031,-4.10056869200838,-0.5036949887863523,-0.8927270077248214,,81.254,78.0067901611328
441,441,Services,Croatia,2022,2996.0,26619.0,11.255118524362295,-6.491885143570538,-0.7813967466846989,-2.132431339387477,,82.0716,80.7626724243164
442,442,"Social sciences, journalism and information",Croatia,2015,1830.0,30023.0,6.095326916031043,,,,,69.845,68.4413986206055
443,443,"Social sciences, journalism and information",Croatia,2016,1982.0,29258.0,6.7742155991523685,8.306010928961749,0.5195160298038144,-2.548046497685108,,72.6973,69.5889511108398
444,444,"Social sciences, journalism and information",Croatia,2017,2146.0,30254.0,7.093276922059893,8.274470232088799,0.5420770807165994,3.4041971426618365,,67.0962,71.3775863647461
445,445,"Social sciences, journalism and information",Croatia,2018,2118.0,29471.0,7.186725933968987,-1.30475302889096,-0.0950086525737165,-2.588087525616447,,75.2946,72.8625411987305
446,446,"Social sciences, journalism and information",Croatia,2019,1913.0,27713.0,6.902897557103165,-9.67894239848914,-0.7397250387904593,-5.96518611516406,,79.0798,74.0501174926758
447,447,"Social sciences, journalism and information",Croatia,2020,1822.0,27444.0,6.638973910508672,-4.756926293779404,-0.3315843171549336,-0.9706635874860172,,78.3209,74.738037109375
448,448,"Social sciences, journalism and information",Croatia,2021,1683.0,27199.0,6.187727489981249,-7.628979143798024,-0.5110482003014817,-0.8927270077248214,,81.254,78.0067901611328
449,449,"Social sciences, journalism and information",Croatia,2022,1647.0,26619.0,6.18730981629663,-2.13903743315508,-0.1352417446185055,-2.132431339387477,,82.0716,80.7626724243164
450,450,"Agriculture, forestry, fisheries and veterinary",Cyprus,2013,24.0,5530.0,0.4339963833634719,,,,22.40035,65.4548,47.5252418518066
451,451,"Agriculture, forestry, fisheries and veterinary",Cyprus,2014,21.0,5109.0,0.4110393423370522,-12.5,-0.0587199060481503,-7.613019891500904,20.80751,69.3287,53.1043510437012
452,452,"Agriculture, forestry, fisheries and veterinary",Cyprus,2015,30.0,5553.0,0.5402485143165856,42.85714285714285,0.1620745542949757,8.690546095126248,20.70407,71.7157,60.1012306213379
453,453,"Agriculture, forestry, fisheries and veterinary",Cyprus,2016,33.0,5745.0,0.5744125326370757,10.0,0.052219321148825,3.457590491626148,20.78145,75.9002,67.1711120605469
454,454,"Agriculture, forestry, fisheries and veterinary",Cyprus,2017,47.0,6236.0,0.7536882617062219,42.42424242424242,0.2245028864656831,8.546562228024369,,80.7432,75.9408111572266
455,455,"Agriculture, forestry, fisheries and veterinary",Cyprus,2018,18.0,5836.0,0.3084304318026045,-61.70212765957447,-0.4969156956819739,-6.414368184733804,,84.4336,81.3370819091797
456,456,"Agriculture, forestry, fisheries and veterinary",Cyprus,2019,21.0,6996.0,0.3001715265866209,16.666666666666664,0.0428816466552315,19.87662782727896,,86.0636,88.4853286743164
457,457,"Agriculture, forestry, fisheries and veterinary",Cyprus,2020,23.0,7098.0,0.3240349394195548,9.523809523809524,0.0281769512538743,1.4579759862778732,,90.8019,92.9377593994141
458,458,"Agriculture, forestry, fisheries and veterinary",Cyprus,2021,30.0,6382.0,0.4700720777185835,30.434782608695656,0.1096834848010028,-10.087348548887013,,90.7595,96.5377883911133
459,459,"Agriculture, forestry, fisheries and veterinary",Cyprus,2022,14.0,5101.0,0.2744559890217604,-53.333333333333336,-0.3136639874534405,-20.07207771858352,,89.601,98.3045806884766
460,460,Arts and humanities,Cyprus,2013,552.0,5530.0,9.981916817359854,,,,22.40035,65.4548,47.5252418518066
461,461,Arts and humanities,Cyprus,2014,559.0,5109.0,10.94147582697201,1.2681159420289856,0.1370131141123507,-7.613019891500904,20.80751,69.3287,53.1043510437012
462,462,Arts and humanities,Cyprus,2015,492.0,5553.0,8.860075634792004,-11.985688729874775,-1.2065550153070412,8.690546095126248,20.70407,71.7157,60.1012306213379
463,463,Arts and humanities,Cyprus,2016,564.0,5745.0,9.817232375979112,14.634146341463412,1.2532637075718016,3.457590491626148,20.78145,75.9002,67.1711120605469
464,464,Arts and humanities,Cyprus,2017,531.0,6236.0,8.515073765234124,-5.851063829787234,-0.5291853752405388,8.546562228024369,,80.7432,75.9408111572266
465,465,Arts and humanities,Cyprus,2018,545.0,5836.0,9.338588074023304,2.6365348399246704,0.2398903358464701,-6.414368184733804,,84.4336,81.3370819091797
466,466,Arts and humanities,Cyprus,2019,500.0,6996.0,7.14694110920526,-8.256880733944955,-0.6432246998284735,19.87662782727896,,86.0636,88.4853286743164
467,467,Arts and humanities,Cyprus,2020,574.0,7098.0,8.086785009861932,14.8,1.04254719639335,1.4579759862778732,,90.8019,92.9377593994141
468,468,Arts and humanities,Cyprus,2021,576.0,6382.0,9.025383892196803,0.3484320557491289,0.0313381385145722,-10.087348548887013,,90.7595,96.5377883911133
469,469,Arts and humanities,Cyprus,2022,573.0,5101.0,11.233091550676338,-0.5208333333333333,-0.05881199764752,-20.07207771858352,,89.601,98.3045806884766
470,470,"Business, administration and law",Cyprus,2013,2380.0,5530.0,43.03797468354431,,,,22.40035,65.4548,47.5252418518066
471,471,"Business, administration and law",Cyprus,2014,1965.0,5109.0,38.46153846153846,-17.436974789915965,-8.122920336660794,-7.613019891500904,20.80751,69.3287,53.1043510437012
472,472,"Business, administration and law",Cyprus,2015,2480.0,5553.0,44.66054385017108,26.208651399491096,9.27426616243472,8.690546095126248,20.70407,71.7157,60.1012306213379
473,473,"Business, administration and law",Cyprus,2016,2721.0,5745.0,47.362924281984334,9.717741935483872,4.194952132288948,3.457590491626148,20.78145,75.9002,67.1711120605469
474,474,"Business, administration and law",Cyprus,2017,3250.0,6236.0,52.11674150096216,19.44138184490996,8.483001924310456,8.546562228024369,,80.7432,75.9408111572266
475,475,"Business, administration and law",Cyprus,2018,2680.0,5836.0,45.92186429061001,-17.53846153846154,-9.766963673749146,-6.414368184733804,,84.4336,81.3370819091797
476,476,"Business, administration and law",Cyprus,2019,3806.0,6996.0,54.40251572327044,42.014925373134325,16.094911377930245,19.87662782727896,,86.0636,88.4853286743164
477,477,"Business, administration and law",Cyprus,2020,3919.0,7098.0,55.21273598196675,2.9689963215974777,1.5919977458439,1.4579759862778732,,90.8019,92.9377593994141
478,478,"Business, administration and law",Cyprus,2021,3119.0,6382.0,48.8718270134754,-20.413370757846387,-12.535255405828892,-10.087348548887013,,90.7595,96.5377883911133
479,479,"Business, administration and law",Cyprus,2022,1857.0,5101.0,36.404626543814935,-40.461686437960886,-24.74024701039012,-20.07207771858352,,89.601,98.3045806884766
480,480,Education,Cyprus,2013,339.0,5530.0,6.130198915009042,,,,22.40035,65.4548,47.5252418518066
481,481,Education,Cyprus,2014,309.0,5109.0,6.048150322959483,-8.849557522123893,-0.5871990604815032,-7.613019891500904,20.80751,69.3287,53.1043510437012
482,482,Education,Cyprus,2015,256.0,5553.0,4.610120655501531,-17.15210355987055,-0.9544390419593012,8.690546095126248,20.70407,71.7157,60.1012306213379
483,483,Education,Cyprus,2016,184.0,5745.0,3.202785030461271,-28.125,-1.2532637075718016,3.457590491626148,20.78145,75.9002,67.1711120605469
484,484,Education,Cyprus,2017,194.0,6236.0,3.110968569595894,5.434782608695652,0.1603592046183451,8.546562228024369,,80.7432,75.9408111572266
485,485,Education,Cyprus,2018,190.0,5836.0,3.255654557916381,-2.061855670103093,-0.0685400959561343,-6.414368184733804,,84.4336,81.3370819091797
486,486,Education,Cyprus,2019,153.0,6996.0,2.186963979416809,-19.473684210526315,-0.5288736420811893,19.87662782727896,,86.0636,88.4853286743164
487,487,Education,Cyprus,2020,164.0,7098.0,2.3105100028176957,7.18954248366013,0.1549732318963088,1.4579759862778732,,90.8019,92.9377593994141
488,488,Education,Cyprus,2021,181.0,6382.0,2.8361015355687877,10.365853658536585,0.266374177373864,-10.087348548887013,,90.7595,96.5377883911133
489,489,Education,Cyprus,2022,186.0,5101.0,3.6463438541462456,2.7624309392265194,0.0980199960792001,-20.07207771858352,,89.601,98.3045806884766
490,490,"Engineering, manufacturing and construction",Cyprus,2013,662.0,5530.0,11.971066907775768,,,,22.40035,65.4548,47.5252418518066
491,491,"Engineering, manufacturing and construction",Cyprus,2014,580.0,5109.0,11.352515169309063,-12.386706948640484,-1.605010765316109,-7.613019891500904,20.80751,69.3287,53.1043510437012
492,492,"Engineering, manufacturing and construction",Cyprus,2015,550.0,5553.0,9.90455609580407,-5.172413793103448,-0.5402485143165857,8.690546095126248,20.70407,71.7157,60.1012306213379
493,493,"Engineering, manufacturing and construction",Cyprus,2016,486.0,5745.0,8.459530026109661,-11.636363636363637,-1.1140121845082682,3.457590491626148,20.78145,75.9002,67.1711120605469
494,494,"Engineering, manufacturing and construction",Cyprus,2017,578.0,6236.0,9.268762026940346,18.93004115226337,1.4753046824887748,8.546562228024369,,80.7432,75.9408111572266
495,495,"Engineering, manufacturing and construction",Cyprus,2018,481.0,5836.0,8.241946538725154,-16.782006920415224,-1.6620973269362576,-6.414368184733804,,84.4336,81.3370819091797
496,496,"Engineering, manufacturing and construction",Cyprus,2019,487.0,6996.0,6.961120640365923,1.2474012474012477,0.0857632933104631,19.87662782727896,,86.0636,88.4853286743164
497,497,"Engineering, manufacturing and construction",Cyprus,2020,520.0,7098.0,7.326007326007326,6.776180698151952,0.4649196956889265,1.4579759862778732,,90.8019,92.9377593994141
498,498,"Engineering, manufacturing and construction",Cyprus,2021,560.0,6382.0,8.774678784080226,7.6923076923076925,0.6267627702914447,-10.087348548887013,,90.7595,96.5377883911133
499,499,"Engineering, manufacturing and construction",Cyprus,2022,545.0,5101.0,10.684179572632818,-2.6785714285714284,-0.2940599882376004,-20.07207771858352,,89.601,98.3045806884766
500,500,Health and welfare,Cyprus,2013,533.0,5530.0,9.638336347197107,,,,22.40035,65.4548,47.5252418518066
501,501,Health and welfare,Cyprus,2014,495.0,5109.0,9.688784497944804,-7.129455909943714,-0.743785476609904,-7.613019891500904,20.80751,69.3287,53.1043510437012
502,502,Health and welfare,Cyprus,2015,539.0,5553.0,9.70646497388799,8.88888888888889,0.7923644876643255,8.690546095126248,20.70407,71.7157,60.1012306213379
503,503,Health and welfare,Cyprus,2016,484.0,5745.0,8.424717145343777,-10.20408163265306,-0.9573542210617928,3.457590491626148,20.78145,75.9002,67.1711120605469
504,504,Health and welfare,Cyprus,2017,358.0,6236.0,5.740859525336754,-26.033057851239672,-2.020525978191148,8.546562228024369,,80.7432,75.9408111572266
505,505,Health and welfare,Cyprus,2018,481.0,5836.0,8.241946538725154,34.357541899441344,2.107607950651131,-6.414368184733804,,84.4336,81.3370819091797
506,506,Health and welfare,Cyprus,2019,420.0,6996.0,6.003430531732419,-12.681912681912683,-0.871926815323042,19.87662782727896,,86.0636,88.4853286743164
507,507,Health and welfare,Cyprus,2020,403.0,7098.0,5.677655677655678,-4.047619047619048,-0.2395040856579318,1.4579759862778732,,90.8019,92.9377593994141
508,508,Health and welfare,Cyprus,2021,346.0,6382.0,5.421497963020997,-14.1439205955335,-0.8931369476653087,-10.087348548887013,,90.7595,96.5377883911133
509,509,Health and welfare,Cyprus,2022,353.0,5101.0,6.920211723191531,2.023121387283237,0.1372279945108802,-20.07207771858352,,89.601,98.3045806884766
510,510,Information and communication technologies,Cyprus,2013,265.0,5530.0,4.792043399638336,,,,22.40035,65.4548,47.5252418518066
511,511,Information and communication technologies,Cyprus,2014,250.0,5109.0,4.893325504012527,-5.660377358490567,-0.2935995302407516,-7.613019891500904,20.80751,69.3287,53.1043510437012
512,512,Information and communication technologies,Cyprus,2015,236.0,5553.0,4.249954979290473,-5.6000000000000005,-0.25211597334774,8.690546095126248,20.70407,71.7157,60.1012306213379
513,513,Information and communication technologies,Cyprus,2016,278.0,5745.0,4.838990426457789,17.796610169491526,0.7310704960835509,3.457590491626148,20.78145,75.9002,67.1711120605469
514,514,Information and communication technologies,Cyprus,2017,245.0,6236.0,3.928800513149455,-11.8705035971223,-0.5291853752405388,8.546562228024369,,80.7432,75.9408111572266
515,515,Information and communication technologies,Cyprus,2018,287.0,5836.0,4.917751884852639,17.142857142857142,0.7196710075394105,-6.414368184733804,,84.4336,81.3370819091797
516,516,Information and communication technologies,Cyprus,2019,321.0,6996.0,4.588336192109777,11.846689895470384,0.4859919954259577,19.87662782727896,,86.0636,88.4853286743164
517,517,Information and communication technologies,Cyprus,2020,301.0,7098.0,4.240631163708087,-6.230529595015576,-0.2817695125387432,1.4579759862778732,,90.8019,92.9377593994141
518,518,Information and communication technologies,Cyprus,2021,268.0,6382.0,4.19931056095268,-10.96345514950166,-0.5170792854904418,-10.087348548887013,,90.7595,96.5377883911133
519,519,Information and communication technologies,Cyprus,2022,319.0,5101.0,6.25367574985297,19.029850746268657,0.9998039600078416,-20.07207771858352,,89.601,98.3045806884766
520,520,"Natural sciences, mathematics and statistics",Cyprus,2013,285.0,5530.0,5.15370705244123,,,,22.40035,65.4548,47.5252418518066
521,521,"Natural sciences, mathematics and statistics",Cyprus,2014,294.0,5109.0,5.754550792718732,3.1578947368421053,0.1761597181444509,-7.613019891500904,20.80751,69.3287,53.1043510437012
522,522,"Natural sciences, mathematics and statistics",Cyprus,2015,238.0,5553.0,4.285971546911579,-19.047619047619047,-1.0084638933909598,8.690546095126248,20.70407,71.7157,60.1012306213379
523,523,"Natural sciences, mathematics and statistics",Cyprus,2016,233.0,5745.0,4.055700609225413,-2.100840336134454,-0.0870322019147084,3.457590491626148,20.78145,75.9002,67.1711120605469
524,524,"Natural sciences, mathematics and statistics",Cyprus,2017,307.0,6236.0,4.923027581783194,31.759656652360512,1.1866581141757535,8.546562228024369,,80.7432,75.9408111572266
525,525,"Natural sciences, mathematics and statistics",Cyprus,2018,265.0,5836.0,4.5407813570939,-13.680781758957655,-0.7196710075394106,-6.414368184733804,,84.4336,81.3370819091797
526,526,"Natural sciences, mathematics and statistics",Cyprus,2019,254.0,6996.0,3.630646083476272,-4.150943396226415,-0.1572327044025157,19.87662782727896,,86.0636,88.4853286743164
527,527,"Natural sciences, mathematics and statistics",Cyprus,2020,248.0,7098.0,3.493941955480417,-2.3622047244094486,-0.0845308537616229,1.4579759862778732,,90.8019,92.9377593994141
528,528,"Natural sciences, mathematics and statistics",Cyprus,2021,255.0,6382.0,3.99561266060796,2.82258064516129,0.1096834848010028,-10.087348548887013,,90.7595,96.5377883911133
529,529,"Natural sciences, mathematics and statistics",Cyprus,2022,260.0,5101.0,5.097039796118408,1.96078431372549,0.0980199960792001,-20.07207771858352,,89.601,98.3045806884766
530,530,Services,Cyprus,2013,23.0,5530.0,0.4159132007233273,,,,22.40035,65.4548,47.5252418518066
531,531,Services,Cyprus,2014,168.0,5109.0,3.288314738696418,630.4347826086956,2.8381287923272653,-7.613019891500904,20.80751,69.3287,53.1043510437012
532,532,Services,Cyprus,2015,238.0,5553.0,4.285971546911579,41.66666666666667,1.2605798667387,8.690546095126248,20.70407,71.7157,60.1012306213379
533,533,Services,Cyprus,2016,322.0,5745.0,5.604873803307224,35.294117647058826,1.462140992167102,3.457590491626148,20.78145,75.9002,67.1711120605469
534,534,Services,Cyprus,2017,276.0,6236.0,4.425914047466325,-14.285714285714285,-0.7376523412443874,8.546562228024369,,80.7432,75.9408111572266
535,535,Services,Cyprus,2018,352.0,5836.0,6.031528444139822,27.536231884057973,1.3022618231665526,-6.414368184733804,,84.4336,81.3370819091797
536,536,Services,Cyprus,2019,473.0,6996.0,6.761006289308176,34.375,1.729559748427673,19.87662782727896,,86.0636,88.4853286743164
537,537,Services,Cyprus,2020,358.0,7098.0,5.0436742744435055,-24.312896405919663,-1.6201746970977742,1.4579759862778732,,90.8019,92.9377593994141
538,538,Services,Cyprus,2021,374.0,6382.0,5.860231902225008,4.46927374301676,0.2507051081165778,-10.087348548887013,,90.7595,96.5377883911133
539,539,Services,Cyprus,2022,363.0,5101.0,7.116251715349931,-2.941176470588235,-0.2156439913742403,-20.07207771858352,,89.601,98.3045806884766
540,540,"Social sciences, journalism and information",Cyprus,2013,467.0,5530.0,8.44484629294756,,,,22.40035,65.4548,47.5252418518066
541,541,"Social sciences, journalism and information",Cyprus,2014,468.0,5109.0,9.16030534351145,0.2141327623126338,0.0195733020160501,-7.613019891500904,20.80751,69.3287,53.1043510437012
