economy,series,value,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ESP,SE.ENR.TERT.FM.ZS,"School enrollment, tertiary (gross), gender parity index (GPI)",,0.37635999917984,0.402909994125366,0.456380009651184,0.490929991006851,0.523769974708557,0.578790009021759,0.636669993400574,0.681559979915619,0.693750023841858,0.735040009021759,0.791459977626801,0.84113997220993,0.897849977016449,0.955860018730164,0.962430000305176,1.00416004657745,1.01988995075226,1.04922997951508,1.04168999195099,1.07087004184723,1.08512997627258,1.09189999103546,1.10817003250122,1.08245003223419,1.13629996776581,1.14647996425629,1.14962995052338,1.15713000297546,1.15626001358032,1.15269005298615,1.13567996025085,1.15925002098083,1.16041994094849,1.18292999267578,1.18050003051758,1.18467998504639,1.18885004520416,1.19131004810333,1.19298005104065,1.1865199804306,1.18502998352051,1.17613995075226,1.17466998100281,1.16842997074127,1.16105997562408,1.16592001914978,1.1698100566864,1.17788004875183,1.18435001373291,1.20201003551483,1.21069002151489,1.21847999095917
ESP,SE.LPV.PRIM,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.948091506958,,,,,8.62266731262207,,,,,5.99758911132812,,,,,7.30008029937744,
ESP,SE.LPV.PRIM.FE,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40277957916259,,,,,7.32834100723266,,,,,4.67988204956054,,,,,6.6423635482788,
ESP,SE.LPV.PRIM.LD,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46239280700683,,,,,6.12808418273925,,,,,3.43134212493896,,,,,4.76939105987548,
ESP,SE.LPV.PRIM.LD.FE,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25406599044799,,,,,5.15442276000976,,,,,2.44383549690246,,,,,4.45235347747802,
ESP,SE.LPV.PRIM.LD.MA,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66589212417602,,,,,7.07879304885864,,,,,4.39452695846557,,,,,5.05217933654785,
ESP,SE.LPV.PRIM.MA,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46567344665527,,,,,9.8661880493164,,,,,7.26244306564331,,,,,7.9003677368164,
ESP,SE.LPV.PRIM.SD,Primary school age children out-of-school (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65743255615234,,,,,2.65743255615234,,,,,2.65743255615234,,,,,2.65743255615234,
ESP,SE.LPV.PRIM.SD.FE,Female primary school age children out-of-school (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29206085205078,,,,,2.29206085205078,,,,,2.29206085205078,,,,,2.29206085205078,
ESP,SE.LPV.PRIM.SD.MA,Male primary school age children out-of-school (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99974060058593,,,,,2.99974060058593,,,,,2.99974060058593,,,,,2.99974060058593,
ESP,SE.PRE.DURS,"Preprimary education, duration (years)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ESP,SE.PRE.ENRL.TC.ZS,"Pupil-teacher ratio, preprimary",,39.52345,,38.53942,36.29005,36.93395,37.38012,35.50408,35.58112,34.38803,33.92576,33.22538,32.51091,31.80293,30.74945,29.54059,28.48781,27.66025,26.68086,26.28504,25.7385,24.8264,23.35497,20.87476,19.8356,19.83518,19.26957,,17.92081,,,,,,,,,,,,,,,13.91752,14.16012,14.0399,13.59595,13.44283,,,,,
ESP,SE.PRE.ENRR,"School enrollment, preprimary (% gross)",,41.8369407653809,38.8856086730957,41.1303787231445,42.6970481872559,43.7516708374023,47.0083198547363,48.5461502075195,50.6753387451172,53.8404388427734,58.331901550293,60.1165084838867,61.5576095581055,61.9907188415527,62.5107498168945,63.3226699829102,64.8324127197266,66.0884094238281,68.7406997680664,70.6738662719727,73.1067810058594,75.791130065918,80.4333419799805,84.4129333496094,88.0872802734375,91.1835174560547,93.2644882202148,95.6556396484375,96.7120132446289,,,,,,,,,,,,,,,97.4148330688477,93.9782333374023,92.3047027587891,91.7486267089844,92.4529571533203,95.5868682861328,99.6266403198242,101.828903198242,,
ESP,SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)",,43.8965110778809,40.4614791870117,42.9657592773438,44.7806396484375,46.0664215087891,49.5078010559082,51.0088310241699,52.9531097412109,55.9842414855957,60.4721984863281,62.1558303833008,63.2933807373047,63.4809989929199,64.0716171264648,64.7342529296875,65.9943618774414,67.6156311035156,69.6734237670898,71.5289764404297,73.8594818115234,77.0907897949219,80.8800582885742,84.7478332519531,88.3519973754883,91.599967956543,93.6034622192383,96.0267333984375,97.0193481445313,,,,,,,,,,,,,,,97.6532592773438,94.1345901489258,92.4692764282227,92.0354309082031,92.6132736206055,95.5445404052734,99.4822463989258,101.700500488281,,
ESP,SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)",,39.8760299682617,37.3868217468262,39.3871612548828,40.7209014892578,41.5578918457031,44.6413803100586,46.2177200317383,48.5246315002441,51.818359375,56.3144416809082,58.1953582763672,59.9223289489746,60.5871696472168,61.0416412353516,61.9957084655762,63.7408485412598,64.6523590087891,67.8625717163086,69.8677597045898,72.3965911865234,74.5641479492188,80.0115585327148,84.0967483520508,87.8374633789063,90.7909393310547,92.9453430175781,95.3060607910156,96.4222412109375,,,,,,,,,,,,,,,97.1918869018555,93.8320922851563,92.1507873535156,91.48046875,92.3025665283203,95.6267013549805,99.7628631591797,101.950012207031,,
ESP,SE.PRE.TCAQ.FE.ZS,"Trained teachers in preprimary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRE.TCAQ.MA.ZS,"Trained teachers in preprimary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRE.TCAQ.ZS,Trained teachers in preprimary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRM.AGES,Primary school starting age (years),6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ESP,SE.PRM.CMPT.FE.ZS,"Primary completion rate, female (% of relevant age group)",,,,,,,,,,,,101.213668823242,100.491569519043,100.093688964844,103.772796630859,103.489929199219,102.701637268066,101.952239990234,106.884117126465,103.369491577148,103.404579162598,,,103.784156799316,104.693870544434,,,,,,,,,,100.534408569336,,99.8931503295898,99.8384170532227,99.156379699707,98.5727233886719,99.0792388916016,96.6780014038086,97.0631637573242,96.7015075683594,96.6954879760742,96.2493133544922,95.2841033935547,97.1837463378906,96.2591018676758,97.2381820678711,96.5362014770508,99.1389312744141,98.696533203125
ESP,SE.PRM.CMPT.MA.ZS,"Primary completion rate, male (% of relevant age group)",,,,,,,,,,,,98.4189682006836,98.0769119262695,98.7981414794922,103.363800048828,103.328308105469,102.995979309082,100.347503662109,108.033866882324,108.122093200684,105.263282775879,,,103.720657348633,105.631637573242,,,,,,,,,,100.603927612305,,100.015441894531,99.9797973632812,99.3030395507812,98.4755172729492,99.309928894043,96.3101272583008,96.5785980224609,96.4852828979492,96.352653503418,95.9609298706055,94.1537628173828,96.1960678100586,95.1225433349609,96.0737609863281,95.508171081543,99.1893997192383,98.2989120483398
ESP,SE.PRM.CMPT.ZS,"Primary completion rate, total (% of relevant age group)",,,,,,,,,,,,99.7768325805664,99.2481002807617,99.4276428222656,103.562477111816,103.406890869141,102.852569580078,101.128723144531,107.474189758301,105.807929992676,104.35523223877,,,103.751579284668,105.174156188965,,,,,,,,,,100.570068359375,,99.9560623168945,99.9110412597656,99.2315063476562,98.5228424072266,99.1982269287109,96.4892272949219,96.8130035400391,96.5905990600586,96.5192031860352,96.1013488769531,94.7013168334961,96.6760177612305,95.6724014282227,96.6371078491211,96.0053405761719,99.1650314331055,98.4915237426758
ESP,SE.PRM.CUAT.FE.ZS,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",69.8600006103516,,,,,,,,,,,49.2900009155273,,,,,50.7000007629395,,,,,,,,,,,,,,,,,,84.2300033569336,83.4800033569336,84.3300018310547,84.6600036621094,85.2200012207031,85.3499984741211,86.0699996948242,86.4100036621094,87.1500015258789,97.2946166992188,88.4499969482422,88.8300018310547,89.6399993896484,90.7325592041016,90.620002746582,91.9777526855469,91.9899978637695,93.1941452026367,93.590705871582
ESP,SE.PRM.CUAT.MA.ZS,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",79.0400009155273,,,,,,,,,,,57.2999992370605,,,,,58.6699981689453,,,,,,,,,,,,,,,,,,89.1800003051758,88.5599975585938,88.9599990844727,89.370002746582,89.6900024414062,89.8399963378906,90.4599990844727,90.7600021362305,91.2200012207031,98.6549758911133,91.9499969482422,92.1999969482422,92.6999969482422,93.3470687866211,93.3099975585938,94.3740158081055,94.5299987792969,94.9775848388672,95.1544189453125
ESP,SE.PRM.CUAT.ZS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",74.1999969482422,,,,,,,,,,,53.0900001525879,,,,,54.5,,,,,,,,,,,,,,,,,,86.629997253418,85.9499969482422,86.5800018310547,86.9599990844727,87.4000015258789,87.5400009155273,88.2099990844727,88.5199966430664,89.120002746582,97.9573593139648,90.1500015258789,90.4599990844727,91.120002746582,92.002311706543,91.9199981689453,93.140251159668,93.2200012207031,94.0569610595703,94.3458557128906
ESP,SE.PRM.DURS,"Primary education, duration (years)",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ESP,SE.PRM.ENRL,"Primary education, pupils",,3559425.0,3719113.0,3589080.0,3667516.0,3692600.0,3653320.0,3624136.0,3601948.0,3605324.0,3608854.0,3609623.0,3633713.0,3633906.0,3607755.0,3569744.0,3483948.0,3412939.0,3246655.0,3116889.0,2961953.0,2820497.0,2662490.0,2582343.0,2471084.0,2364910.0,2799960.0,2702553.0,2633678.0,2579908.0,2539995.0,2505203.0,2490744.0,2488319.0,2497513.0,2484903.0,2501205.0,2555757.0,2625414.0,2684078.0,2720989.0,2772909.0,2816584.0,2934648.0,2960626.0,3010404.0,3027751.0,3042396.0,3043396.0,3038332.0,3006992.0,2926681.0,2870806.0
ESP,SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)",,49.68238,49.7474,49.15789,48.92464,48.96574,48.89183,48.74309,48.55723,48.56121,48.64339,48.57945,48.38671,48.32789,48.2566,48.27769,48.26524,48.57283,48.22058,48.24304,48.22673,48.46047,48.30287,48.1934,48.16825,48.2374,48.15419,48.29752,48.30978,48.30913,48.36175,48.35101,48.34768,48.33094,48.36035,48.29142,48.28057,48.33542,48.38338,48.41685,48.45301,48.46048,48.42678,48.81407,48.82143,48.82664,48.78532,48.7832,,,,,
ESP,SE.PRM.ENRL.TC.ZS,"Pupil-teacher ratio, primary",,30.78901,26.01015,,,,,,,,,28.27108,28.15021,27.20275,26.58332,,25.28136,25.50205,24.71025,,23.48296,22.02928,21.15976,19.99801,19.2214,17.83949,,,15.47547,15.04197,14.54434,14.30441,14.00892,13.87611,13.93149,13.75078,13.58265,12.8265,12.42388,12.62216,12.40145,12.39876,12.60121,13.31975,13.09629,13.18623,12.99102,13.13172,,,,,
ESP,SE.PRM.ENRR,"School enrollment, primary (% gross)",,111.175048828125,115.415962219238,110.029167175293,111.37776184082,112.16040802002,111.844871520996,111.052047729492,110.624839782715,110.497108459473,110.034118652344,109.475143432617,109.810966491699,109.743171691895,109.684638977051,109.653793334961,109.299301147461,110.22216796875,109.257080078125,109.526321411133,109.46312713623,109.327140808105,107.910331726074,109.244438171387,108.881248474121,107.80290222168,107.210586547852,106.181091308594,105.36393737793,104.299728393555,104.224510192871,104.563087463379,105.450859069824,105.158348083496,105.000923156738,104.357879638672,103.610877990723,103.025680541992,102.449981689453,102.095718383789,101.211227416992,100.813041687012,100.473442077637,103.107582092285,102.538467407227,102.144233703613,102.130096435547,102.50511932373,102.638717651367,103.185317993164,103.410423278809,102.899139404297,102.445991516113
ESP,SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)",,113.123748779297,117.576309204102,110.758682250977,111.55322265625,112.579566955566,112.173599243164,111.161056518555,110.34676361084,110.35765838623,110.203712463379,109.650421142578,109.511131286621,109.228019714355,108.924873352051,108.889030456543,108.404991149902,109.99893951416,108.278312683105,108.598106384277,108.407989501953,108.766662597656,106.993263244629,108.051330566406,107.662811279297,106.833770751953,106.093688964844,105.399978637695,104.691047668457,103.661277770996,103.699768066406,103.985786437988,104.826637268066,104.485313415527,104.33544921875,103.636978149414,102.832588195801,102.389038085938,101.865432739258,101.699363708496,100.903877258301,100.534408569336,100.174942016602,103.610656738281,103.173980712891,102.87133026123,102.916732788086,103.301422119141,103.321517944336,103.812759399414,103.888252258301,103.133712768555,102.569770812988
ESP,SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)",,109.315727233887,113.354118347168,109.332908630371,111.21021270752,111.761161804199,111.532203674316,110.948593139648,110.888610839844,110.629081726074,109.873977661133,109.310050964355,110.093559265137,110.229400634766,110.40283203125,110.377372741699,110.147041320801,110.433837890625,110.184631347656,110.405906677246,110.464637756348,109.859428405762,108.781509399414,110.378242492676,110.038566589355,108.72200012207,108.269241333008,106.921287536621,106.000679016113,104.903549194336,104.72078704834,105.109359741211,106.04190826416,105.795806884766,105.631866455078,105.040252685547,104.348129272461,103.628509521484,103.004043579102,102.470558166504,101.501838684082,101.076438903809,100.755348205566,102.632339477539,101.939483642578,101.459999084473,101.391876220703,101.757987976074,101.998710632324,102.596977233887,102.962059020996,102.678970336914,102.329689025879
ESP,SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",,,,,,,,,,,,107.18466,107.2147,106.90234,103.87947,103.96936,100.3846,101.23033,99.55014,101.18705,101.65299,,,102.81383,100.85067,,,,,105.283,101.97527,98.77926,98.4731,99.9592,102.59515,101.18835,104.60681,105.88852,105.01068,103.86324,104.78175,105.48708,104.08789,102.15745,99.09051,99.81921,94.16857,93.8928,,,,,
ESP,SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",,,,,,,,,,,,106.11143,107.03119,106.82791,104.49975,104.09546,100.41005,99.84479,100.36026,101.98575,102.03072,,,102.76961,99.92291,,,,,104.85738,101.79232,98.95123,98.53888,99.87372,102.54696,102.09065,104.63169,106.05685,104.07422,103.01598,102.93946,104.88286,102.49794,101.33187,98.25993,99.31234,93.93346,93.06605,,,,,
ESP,SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",,,,,,,,,,,,106.63209,107.12024,106.86403,104.1988,104.03429,100.39771,100.51681,99.96712,101.59792,101.8472,,,102.7911,100.37371,,,,,105.06399,101.88117,98.8677,98.50692,99.91527,102.57038,101.65201,104.61959,105.97503,104.52916,103.42739,103.83369,105.17608,103.26833,101.73146,98.66163,99.55732,94.04701,93.46566,,,,,
ESP,SE.PRM.NENR,"School enrollment, primary (% net)",,93.21163,94.54709,95.47561,,99.46797,99.90722,99.15999,98.59984,98.68616,99.15964,99.18396,,99.58957,99.75934,99.79266,99.8015,99.20641,98.60385,99.23004,99.22275,99.66298,99.65,99.98866,99.98101,99.95766,99.94339,99.93531,,99.85712,99.81425,99.76442,99.82002,99.85653,99.73118,99.65855,99.71458,99.82284,99.82827,99.77222,99.71354,99.73417,99.69626,99.55937,99.47472,99.39278,98.78967,97.27171,,,,,
ESP,SE.PRM.NENR.FE,"School enrollment, primary, female (% net)",,94.65641,96.15856,96.89661,,,,,98.84569,99.12325,,,,,,,,,98.65923,99.35106,99.15713,,99.80466,,,,,,,,,,,,,,,,,,,,,,,,99.14276,97.64003,,,,,
ESP,SE.PRM.NENR.MA,"School enrollment, primary, male (% net)",,91.83214,93.0087,94.11995,,,,,98.36698,98.2729,,,,,,,,,98.55153,99.11559,99.28488,,99.50345,,,,,,,,,,,,,,,,,,,,,,,,98.4588,96.92663,,,,,
ESP,SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4117,98.82801,98.44791,97.98119,99.23179,99.03681,99.07222,99.05228,,98.47051,98.8768,,,98.20322,91.10007,90.87642,,,,,
ESP,SE.PRM.NINT.MA.ZS,"Net intake rate in grade 1, male (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.90033,98.10423,97.71109,98.24563,98.90506,98.91629,97.85369,97.88546,,97.63056,97.02223,,,97.28558,89.71302,88.87636,,,,,
ESP,SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14884,98.45605,98.06927,98.11708,99.06391,98.97487,98.44566,98.45205,,98.03817,97.92084,,,97.7291,90.38292,89.84309,,,,,
ESP,SE.PRM.OENR.FE.ZS,"Over-age students, primary, female (% of female enrollment)",,,,12.48898,,9.3272,7.55783,7.23803,6.24458,5.89323,5.87991,5.84756,,5.3628,5.14813,4.77089,4.55607,4.3864,4.94815,4.18187,4.29332,4.22526,3.97493,4.43392,4.02704,3.43715,3.28837,2.54983,,1.98061,2.04252,2.04534,2.19138,2.35385,2.42597,2.62609,2.57263,2.5504,2.56458,2.54597,2.63918,2.44857,2.45179,6.03419,5.80565,5.6919,5.62332,5.6886,,,,,
ESP,SE.PRM.OENR.MA.ZS,"Over-age students, primary, male (% of male enrollment)",,,,13.85116,,9.75786,7.14765,8.40172,7.08139,6.94627,7.11628,7.1724,,6.96889,6.73097,6.20553,5.97915,5.79941,6.40313,5.78456,5.70753,5.58022,5.60115,6.19297,5.79697,5.00188,4.93166,3.76973,,2.99705,3.04999,3.10013,3.27914,3.46016,3.55034,3.71988,3.65945,3.5525,3.48463,3.49837,3.53361,3.29918,3.32431,5.44674,5.11528,4.90307,4.71962,4.8259,,,,,
ESP,SE.PRM.OENR.ZS,"Over-age students, primary (% of enrollment)",,,,13.18154,,9.54699,7.34819,7.8345,6.67505,6.4349,6.51487,6.5288,,6.1927,5.96715,5.51292,5.2923,5.11307,5.70153,5.01138,5.0255,4.9236,4.81564,5.34522,4.94443,4.2471,4.14034,3.18055,,2.50602,2.56276,2.59013,2.75323,2.92547,3.00659,3.19167,3.13473,3.06813,3.03948,3.03724,3.10023,2.88697,2.90178,5.7335,5.45233,5.28823,5.1605,5.24675,,,,,
ESP,SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)",,,,33.3697814941406,35.8064193725586,36.2667503356934,37.0647811889648,,,,,35.5371704101562,35.3117904663086,35.1843414306641,34.9451713562012,34.5919990539551,34.2195701599121,34.602409362793,33.5722198486328,34.2043609619141,34.5017013549805,34.931568145752,35.4586906433105,35.5057792663574,34.9715805053711,34.7947311401367,34.3538818359375,34.0713806152344,,33.482780456543,33.3524703979492,33.4272689819336,33.6029281616211,33.4090194702148,33.4416313171387,33.3871002197266,33.2635688781738,33.0190200805664,32.9160690307617,32.8903617858887,32.7953186035156,32.622200012207,32.5578804016113,31.6780796051025,31.6363792419434,31.516300201416,31.5134906768799,31.447940826416,31.4809494018555,31.5313091278076,31.5429801940918,31.7198600769043,31.8909702301025
ESP,SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)",,,,,,,,,,,93.3637619018555,94.1834869384766,93.4372100830078,93.9722366333008,97.2213516235352,95.9830474853516,99.7973022460938,,,96.6789932250977,,,,,,,,,,,,,,,,99.2837905883789,,,99.9977416992188,95.26318359375,98.2278289794922,97.5633773803711,97.2459106445312,97.8073425292969,98.4912490844727,99.3617630004883,99.9814605712891,100.0,99.9855117797852,99.7720336914062,100.0,99.9987411499023,
ESP,SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",,,,,,,,,,,92.3999633789062,94.8775024414062,92.8553924560547,93.1635665893555,95.7236328125,95.066650390625,94.0696334838867,,,97.2135314941406,,,,,,,,,,,,,,,,99.604133605957,,,99.3885803222656,95.6119918823242,98.9649200439453,98.7127914428711,97.6588668823242,97.5847702026367,98.3056030273438,99.2932968139648,99.8779296875,99.7013168334961,99.7252731323242,99.9026794433594,99.7832870483398,99.9400405883789,
ESP,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",,,,,,,,,,,92.8687362670898,94.5349197387695,93.1341934204102,93.5557479858398,96.4483337402344,95.5106735229492,96.8249282836914,92.8639297485352,96.2154388427734,96.9541778564453,,,,,,,,,,,,,,,,99.4472503662109,,,99.6852798461914,95.4436721801758,98.6053466796875,98.1508636474609,97.4578475952148,97.6927032470703,98.3961334228516,99.326530456543,99.9279708862305,99.8460998535156,99.8514785766602,99.8394393920898,99.8882522583008,99.9685363769531,
ESP,SE.PRM.PRSL.FE.ZS,"Persistence to last grade of primary, female (% of cohort)",,,,,,,,,,,93.3637619018555,94.1834869384766,93.4372100830078,93.9722366333008,97.2213516235352,95.9830474853516,99.7973022460938,,,96.6789932250977,,,,,,,,,,,,,,,,99.2837905883789,,,99.9977416992188,,97.4185333251953,96.5746383666992,95.8031387329102,96.6376113891602,97.5837020874023,99.3617630004883,99.9814605712891,100.0,99.9479598999023,99.7720336914062,100.0,99.9311599731445,
ESP,SE.PRM.PRSL.MA.ZS,"Persistence to last grade of primary, male (% of cohort)",,,,,,,,,,,92.3999633789062,94.8775024414062,92.8553924560547,93.1635665893555,95.7236328125,95.066650390625,94.0696334838867,,,97.2135314941406,,,,,,,,,,,,,,,,99.5167007446289,,,98.9618377685547,,98.0782470703125,97.6953582763672,96.0721435546875,96.0520629882812,97.3051376342773,99.1996765136719,99.7712783813477,99.5204162597656,99.7252731323242,99.7865982055664,99.7760925292969,99.9400405883789,
ESP,SE.PRM.PRSL.ZS,"Persistence to last grade of primary, total (% of cohort)",,,,,,,,,,,92.8687362670898,94.5349197387695,93.1341934204102,93.5557479858398,96.4483337402344,95.5106735229492,96.8249282836914,92.8639297485352,96.2154388427734,96.9541778564453,,,,,,,,,,,,,,,,99.4023132324219,,,99.4652862548828,95.0715789794922,97.7565383911133,97.1474380493164,95.94140625,96.3360900878906,97.4409103393555,99.2785034179688,99.8733673095703,99.7530364990234,99.8332214355469,99.7798233032227,99.884521484375,99.9357376098633,
ESP,SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)",,,,,,,,,,,,5.52495,5.88687,5.36611,4.35582,4.07714,4.10083,5.29576,2.47407,3.53393,3.27158,,,3.29814,2.12623,,,,,,,,,,1.85427,,2.35393,2.06065,2.26449,2.30427,2.27715,2.15209,2.05069,2.10358,2.00084,1.89717,2.55248,2.11138,,,,,
ESP,SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)",,,,,,,,,,,,7.24869,7.84216,6.80273,5.82368,5.51617,5.65342,6.97929,3.56386,3.17672,4.29508,,,4.90341,3.2357,,,,,,,,,,2.62385,,3.23003,2.88628,3.02911,3.07006,2.98598,2.88179,2.73784,2.77512,2.61194,2.47187,3.41094,2.8595,,,,,
ESP,SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)",,,,,,,,,,,,6.41131,6.89606,6.10844,5.11534,4.82144,4.90406,6.16155,3.03836,3.34904,3.80148,,,4.12978,2.70128,,,,,,,,,,2.25168,,2.80705,2.48721,2.65916,2.69929,2.64253,2.52818,2.40508,2.44996,2.31603,2.19368,2.99591,2.49786,,,,,
ESP,SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,SE.PRM.TCHR,"Primary education, teachers",,115607.0,142987.0,,,,,,,,,127679.0,129083.0,133586.0,135715.0,,137807.0,133830.0,131389.0,,126132.0,128034.0,125828.0,129130.0,128559.0,132566.0,,,170184.0,171514.0,174638.0,175135.0,177797.0,179324.0,179271.0,180710.0,184147.0,199256.0,211320.0,212648.0,219409.0,223644.0,223517.0,220323.0,226066.0,228299.0,233065.0,231683.0,233424.0,235723.0,234884.0,247980.0,244256.0
ESP,SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",,58.0786590576172,,,,,,,,,,67.4621505737305,70.2416305541992,67.6702575683594,68.4684829711914,,68.6358489990234,70.462532043457,69.9685668945312,,72.8807907104492,72.7135009765625,74.9944381713867,73.3206787109375,72.0058517456055,71.3697280883789,,,68.9794616699219,68.2789688110352,69.0502624511719,70.8293609619141,70.9680099487305,70.4863815307617,68.9977722167969,69.4427490234375,70.4985733032227,71.9857864379883,75.1996994018555,74.3059005737305,75.0183410644531,75.330436706543,75.8192901611328,75.8808670043945,75.9897613525391,76.1864929199219,76.3237686157227,76.7950210571289,76.9732284545898,77.1965408325195,77.4297103881836,77.5074615478516,77.6021881103516
ESP,SE.PRM.TENR,"Adjusted net enrollment rate, primary (% of primary school age children)",,93.21163,94.54709,95.47561,,99.46797,99.90722,99.15999,98.59984,98.68616,99.15964,99.18396,,99.58957,99.75934,99.79266,99.8015,99.20641,98.60385,99.23004,99.22275,99.66298,99.65,99.98866,99.98101,99.95766,99.94339,99.93531,,,,,,,,,99.83884,,,,,,,99.60787,99.52396,99.4684,98.85537,97.34257,,,,,
