,Field (ISCED-F 2013),Country,Year,Enrollment Count,Total,Distribution (%),Enrollment Growth Rate (%),Weighted Enrollment Growth Rate (%),Total Growth Rate (%)
751,"Agriculture, forestry, fisheries and veterinary",Estonia,2014,180.0,9768.0,1.8427518427518428,-9.547738693467336,-0.19451269451269448,-13.003206270039188
752,"Agriculture, forestry, fisheries and veterinary",Estonia,2015,160.0,8591.0,1.862414154347573,-11.11111111111111,-0.23280176929344665,-12.04954954954955
753,"Agriculture, forestry, fisheries and veterinary",Estonia,2016,128.0,6721.0,1.904478500223181,-20.0,-0.47611962505579525,-21.76696542893726
754,"Agriculture, forestry, fisheries and veterinary",Estonia,2017,108.0,6357.0,1.6989145823501652,-15.625,-0.3146138115463269,-5.415860735009671
755,"Agriculture, forestry, fisheries and veterinary",Estonia,2018,75.0,6209.0,1.2079239813174425,-30.555555555555557,-0.5314865517796746,-2.328142205442819
756,"Agriculture, forestry, fisheries and veterinary",Estonia,2019,79.0,6300.0,1.253968253968254,5.333333333333334,0.0634920634920635,1.4656144306651635
757,"Agriculture, forestry, fisheries and veterinary",Estonia,2020,81.0,6093.0,1.329394387001477,2.5316455696202533,0.03282455276546858,-3.2857142857142856
758,"Agriculture, forestry, fisheries and veterinary",Estonia,2021,152.0,6173.0,2.462335979264539,87.65432098765432,1.150170095577515,1.312982110618743
759,"Agriculture, forestry, fisheries and veterinary",Estonia,2022,140.0,6087.0,2.2999835715459174,-7.894736842105263,-0.19714144898965008,-1.3931637777417787
760,Arts and humanities,Estonia,2013,1461.0,11228.0,13.012112575703599,,,
761,Arts and humanities,Estonia,2014,1373.0,9768.0,14.056101556101556,-6.023271731690623,-0.900900900900901,-13.003206270039188
762,Arts and humanities,Estonia,2015,1212.0,8591.0,14.107787219182866,-11.726147123088127,-1.8740542428122453,-12.04954954954955
763,Arts and humanities,Estonia,2016,880.0,6721.0,13.09328968903437,-27.39273927392739,-4.939741109953875,-21.76696542893726
764,Arts and humanities,Estonia,2017,927.0,6357.0,14.582350165172251,5.340909090909091,0.7393424571338681,-5.415860735009671
765,Arts and humanities,Estonia,2018,916.0,6209.0,14.75277822515703,-1.186623516720604,-0.17716218392655822,-2.328142205442819
766,Arts and humanities,Estonia,2019,918.0,6300.0,14.571428571428571,0.21834061135371177,0.031746031746031744,1.4656144306651635
767,Arts and humanities,Estonia,2020,944.0,6093.0,15.493188905301166,2.832244008714597,0.4267191859510914,-3.2857142857142856
768,Arts and humanities,Estonia,2021,939.0,6173.0,15.211404503482909,-0.5296610169491525,-0.08099789405475456,1.312982110618743
769,Arts and humanities,Estonia,2022,919.0,6087.0,15.097749301790701,-2.1299254526091587,-0.3285690816494168,-1.3931637777417787
770,"Business, administration and law",Estonia,2013,2498.0,11228.0,22.247951549697184,,,
771,"Business, administration and law",Estonia,2014,1959.0,9768.0,20.055282555282556,-21.57726180944756,-5.518018018018018,-13.003206270039188
772,"Business, administration and law",Estonia,2015,1801.0,8591.0,20.96379932487487,-8.065339458907605,-1.839133977418228,-12.04954954954955
773,"Business, administration and law",Estonia,2016,1522.0,6721.0,22.645439666716264,-15.491393670183232,-4.151167980955215,-21.76696542893726
774,"Business, administration and law",Estonia,2017,1413.0,6357.0,22.227465785747995,-7.1616294349540075,-1.7146452729274813,-5.415860735009671
775,"Business, administration and law",Estonia,2018,1521.0,6209.0,24.49669834111773,7.643312101910828,1.739410533097117,-2.328142205442819
776,"Business, administration and law",Estonia,2019,1551.0,6300.0,24.61904761904762,1.9723865877712032,0.4761904761904762,1.4656144306651635
777,"Business, administration and law",Estonia,2020,1257.0,6093.0,20.630231413096997,-18.95551257253385,-4.8252092565238796,-3.2857142857142856
778,"Business, administration and law",Estonia,2021,1174.0,6173.0,19.018305524056373,-6.6030230708035,-1.344565041308926,1.312982110618743
779,"Business, administration and law",Estonia,2022,1100.0,6087.0,18.071299490717923,-6.303236797274275,-1.215705602102842,-1.3931637777417787
780,Education,Estonia,2013,570.0,11228.0,5.07659422871393,,,
781,Education,Estonia,2014,525.0,9768.0,5.374692874692875,-7.894736842105263,-0.46068796068796064,-13.003206270039188
782,Education,Estonia,2015,393.0,8591.0,4.5745547666162265,-25.142857142857146,-1.536491677336748,-12.04954954954955
783,Education,Estonia,2016,295.0,6721.0,4.389227793483113,-24.93638676844784,-1.458116351733373,-21.76696542893726
784,Education,Estonia,2017,275.0,6357.0,4.3259399087619945,-6.779661016949152,-0.31461381154632684,-5.415860735009671
785,Education,Estonia,2018,255.0,6209.0,4.1069415364793045,-7.2727272727272725,-0.3221130616846513,-2.328142205442819
786,Education,Estonia,2019,253.0,6300.0,4.015873015873016,-0.7843137254901961,-0.031746031746031744,1.4656144306651635
787,Education,Estonia,2020,295.0,6093.0,4.841621532906614,16.600790513833992,0.68931560807484,-3.2857142857142856
788,Education,Estonia,2021,256.0,6173.0,4.147092175603435,-13.220338983050848,-0.6317835736270857,1.312982110618743
789,Education,Estonia,2022,285.0,6087.0,4.68210941350419,11.328125,0.47642516839165433,-1.3931637777417787
790,"Engineering, manufacturing and construction",Estonia,2013,1693.0,11228.0,15.078375489846811,,,
791,"Engineering, manufacturing and construction",Estonia,2014,1447.0,9768.0,14.813677313677314,-14.530419373892498,-2.518427518427518,-13.003206270039188
792,"Engineering, manufacturing and construction",Estonia,2015,1466.0,8591.0,17.064369689209638,1.3130615065653075,0.2211616808287743,-12.04954954954955
793,"Engineering, manufacturing and construction",Estonia,2016,1073.0,6721.0,15.964886177652135,-26.80763983628922,-5.847344145216485,-21.76696542893726
794,"Engineering, manufacturing and construction",Estonia,2017,959.0,6357.0,15.085732263646374,-10.624417520969246,-1.7932987258140631,-5.415860735009671
795,"Engineering, manufacturing and construction",Estonia,2018,886.0,6209.0,14.269608632630053,-7.6120959332638165,-1.1757126751489773,-2.328142205442819
796,"Engineering, manufacturing and construction",Estonia,2019,823.0,6300.0,13.063492063492063,-7.1106094808126405,-1.0,1.4656144306651635
797,"Engineering, manufacturing and construction",Estonia,2020,771.0,6093.0,12.653865091088134,-6.318347509113001,-0.8534383719021827,-3.2857142857142856
798,"Engineering, manufacturing and construction",Estonia,2021,826.0,6173.0,13.380852097845455,7.133592736705577,0.8909768346023003,1.312982110618743
799,"Engineering, manufacturing and construction",Estonia,2022,816.0,6087.0,13.405618531296206,-1.2106537530266344,-0.16428454082470842,-1.3931637777417787
800,Health and welfare,Estonia,2013,1206.0,11228.0,10.741004631278946,,,
801,Health and welfare,Estonia,2014,1011.0,9768.0,10.35012285012285,-16.169154228855724,-1.9963144963144965,-13.003206270039188
802,Health and welfare,Estonia,2015,923.0,8591.0,10.743801652892563,-8.704253214638971,-1.0243277848911652,-12.04954954954955
803,Health and welfare,Estonia,2016,699.0,6721.0,10.400238059812528,-24.26868905742145,-3.332837375390567,-21.76696542893726
804,Health and welfare,Estonia,2017,656.0,6357.0,10.319333018719522,-6.151645207439199,-0.6764196948246028,-5.415860735009671
805,Health and welfare,Estonia,2018,648.0,6209.0,10.436463198582702,-1.2195121951219512,-0.12884522467386053,-2.328142205442819
806,Health and welfare,Estonia,2019,691.0,6300.0,10.968253968253968,6.635802469135803,0.6825396825396826,1.4656144306651635
807,Health and welfare,Estonia,2020,724.0,6093.0,11.882488101099623,4.775687409551375,0.5416051206302314,-3.2857142857142856
808,Health and welfare,Estonia,2021,719.0,6173.0,11.647497165073709,-0.6906077348066298,-0.08099789405475458,1.312982110618743
809,Health and welfare,Estonia,2022,741.0,6087.0,12.173484475110891,3.05980528511822,0.36142598981435853,-1.3931637777417787
810,Information and communication technologies,Estonia,2013,1262.0,11228.0,11.239757748485928,,,
811,Information and communication technologies,Estonia,2014,1088.0,9768.0,11.138411138411138,-13.787638668779714,-1.7813267813267812,-13.003206270039188
812,Information and communication technologies,Estonia,2015,830.0,8591.0,9.661273425678035,-23.713235294117645,-3.003142823885461,-12.04954954954955
813,Information and communication technologies,Estonia,2016,592.0,6721.0,8.808213063532213,-28.674698795180724,-3.541139711352477,-21.76696542893726
814,Information and communication technologies,Estonia,2017,593.0,6357.0,9.328299512348591,0.16891891891891891,0.015730690577316346,-5.415860735009671
815,Information and communication technologies,Estonia,2018,593.0,6209.0,9.550652278949912,0.0,0.0,-2.328142205442819
816,Information and communication technologies,Estonia,2019,738.0,6300.0,11.714285714285714,24.45193929173693,2.301587301587302,1.4656144306651635
817,Information and communication technologies,Estonia,2020,709.0,6093.0,11.636303955358608,-3.9295392953929538,-0.4759560150992943,-3.2857142857142856
818,Information and communication technologies,Estonia,2021,751.0,6173.0,12.165883687024138,5.923836389280677,0.6803823100599384,1.312982110618743
819,Information and communication technologies,Estonia,2022,656.0,6087.0,10.77706587810087,-12.649800266311583,-1.5607031378347296,-1.3931637777417787
820,"Natural sciences, mathematics and statistics",Estonia,2013,514.0,11228.0,4.577841111506947,,,
821,"Natural sciences, mathematics and statistics",Estonia,2014,491.0,9768.0,5.026617526617526,-4.474708171206226,-0.23546273546273547,-13.003206270039188
822,"Natural sciences, mathematics and statistics",Estonia,2015,456.0,8591.0,5.307880339890583,-7.128309572301425,-0.40740309626353155,-12.04954954954955
823,"Natural sciences, mathematics and statistics",Estonia,2016,471.0,6721.0,7.007885731289987,3.289473684210526,0.223181074244904,-21.76696542893726
824,"Natural sciences, mathematics and statistics",Estonia,2017,460.0,6357.0,7.236117665565518,-2.335456475583864,-0.17303759635047977,-5.415860735009671
825,"Natural sciences, mathematics and statistics",Estonia,2018,439.0,6209.0,7.0703817039780965,-4.565217391304348,-0.3382187147688839,-2.328142205442819
826,"Natural sciences, mathematics and statistics",Estonia,2019,413.0,6300.0,6.555555555555555,-5.922551252847381,-0.4126984126984127,1.4656144306651635
827,"Natural sciences, mathematics and statistics",Estonia,2020,460.0,6093.0,7.5496471360577715,11.380145278450362,0.7713769899885113,-3.2857142857142856
828,"Natural sciences, mathematics and statistics",Estonia,2021,522.0,6173.0,8.456180139316377,13.478260869565217,1.0043738862789569,1.312982110618743
829,"Natural sciences, mathematics and statistics",Estonia,2022,512.0,6087.0,8.411368490225069,-1.9157088122605364,-0.1642845408247084,-1.3931637777417787
830,Services,Estonia,2013,1046.0,11228.0,9.31599572497328,,,
831,Services,Estonia,2014,971.0,9768.0,9.940622440622441,-7.170172084130019,-0.7678132678132679,-13.003206270039188
832,Services,Estonia,2015,724.0,8591.0,8.427424048422768,-25.437693099897015,-2.875101850774066,-12.04954954954955
833,Services,Estonia,2016,558.0,6721.0,8.30233596191043,-22.92817679558011,-2.469870554976938,-21.76696542893726
834,Services,Estonia,2017,516.0,6357.0,8.117036337895234,-7.526881720430108,-0.6606890042472865,-5.415860735009671
835,Services,Estonia,2018,485.0,6209.0,7.8112417458527945,-6.007751937984496,-0.4992752456112095,-2.328142205442819
836,Services,Estonia,2019,461.0,6300.0,7.317460317460317,-4.948453608247423,-0.380952380952381,1.4656144306651635
837,Services,Estonia,2020,448.0,6093.0,7.35269981946496,-2.8199566160520604,-0.2133595929755457,-3.2857142857142856
838,Services,Estonia,2021,480.0,6173.0,7.775797829256439,7.142857142857142,0.5183865219504292,1.312982110618743
839,Services,Estonia,2022,534.0,6087.0,8.772794480039428,11.25,0.8871365204534253,-1.3931637777417787
840,"Social sciences, journalism and information",Estonia,2013,779.0,11228.0,6.938012112575704,,,
841,"Social sciences, journalism and information",Estonia,2014,723.0,9768.0,7.401719901719901,-7.188703465982028,-0.5733005733005733,-13.003206270039188
842,"Social sciences, journalism and information",Estonia,2015,626.0,8591.0,7.28669537888488,-13.416320885200554,-1.129088581073216,-12.04954954954955
843,"Social sciences, journalism and information",Estonia,2016,506.0,6721.0,7.528641571194763,-19.169329073482427,-1.785448593959232,-21.76696542893726
844,"Social sciences, journalism and information",Estonia,2017,453.0,6357.0,7.126002831524304,-10.474308300395258,-0.8337266005977663,-5.415860735009671
845,"Social sciences, journalism and information",Estonia,2018,394.0,6209.0,6.345627315187631,-13.024282560706402,-0.9502335319697214,-2.328142205442819
846,"Social sciences, journalism and information",Estonia,2019,373.0,6300.0,5.920634920634921,-5.32994923857868,-0.3333333333333333,1.4656144306651635
847,"Social sciences, journalism and information",Estonia,2020,406.0,6093.0,6.663384211390119,8.847184986595174,0.5416051206302314,-3.2857142857142856
848,"Social sciences, journalism and information",Estonia,2021,358.0,6173.0,5.799449214320427,-11.822660098522167,-0.777579782925644,1.312982110618743
849,"Social sciences, journalism and information",Estonia,2022,384.0,6087.0,6.308526367668803,7.262569832402235,0.42713980614424185,-1.3931637777417787
850,"Agriculture, forestry, fisheries and veterinary",Finland,2013,898.0,37169.0,2.4159918211412736,,,
851,"Agriculture, forestry, fisheries and veterinary",Finland,2014,841.0,35881.0,2.343858866809732,-6.347438752783964,-0.1588584487611828,-3.4652533024832524
852,"Agriculture, forestry, fisheries and veterinary",Finland,2015,739.0,37109.0,1.9914306502465708,-12.128418549346016,-0.27486593548734806,3.4224241241882893
853,"Agriculture, forestry, fisheries and veterinary",Finland,2016,636.0,37677.0,1.6880324866629508,-13.937753721244924,-0.2733763303872389,1.5306259936942521
854,"Agriculture, forestry, fisheries and veterinary",Finland,2017,815.0,37588.0,2.1682451846333937,28.144654088050313,0.47621581355751835,-0.23621838256761418
855,"Agriculture, forestry, fisheries and veterinary",Finland,2018,833.0,37222.0,2.237923808500349,2.208588957055215,0.04835849766267262,-0.9737150154304566
856,"Agriculture, forestry, fisheries and veterinary",Finland,2019,822.0,38397.0,2.140792249394484,-1.3205282112845138,-0.028648071463916455,3.156735264091129
857,"Agriculture, forestry, fisheries and veterinary",Finland,2020,706.0,39687.0,1.778920049386449,-14.111922141119221,-0.29228714692468566,3.359637471677475
858,"Agriculture, forestry, fisheries and veterinary",Finland,2021,917.0,44634.0,2.0544876103418916,29.886685552407933,0.4727337903840122,12.46503892962431
859,"Agriculture, forestry, fisheries and veterinary",Finland,2022,901.0,45865.0,1.9644609179112613,-1.7448200654307526,-0.03488498855336313,2.757987184657436
860,Arts and humanities,Finland,2013,3858.0,37169.0,10.379617423121418,,,
861,Arts and humanities,Finland,2014,3343.0,35881.0,9.316908670326914,-13.34888543286677,-1.435300019508932,-3.4652533024832524
862,Arts and humanities,Finland,2015,3321.0,37109.0,8.949311487779244,-0.6580915345498056,-0.059284809614918214,3.4224241241882893
863,Arts and humanities,Finland,2016,3404.0,37677.0,9.03468959842875,2.499247214694369,0.220293547787775,1.5306259936942521
864,Arts and humanities,Finland,2017,3532.0,37588.0,9.396615941257847,3.7602820211515864,0.34053421304671705,-0.23621838256761418
865,Arts and humanities,Finland,2018,3151.0,37222.0,8.46542367417119,-10.78708946772367,-1.0235882005265704,-0.9737150154304566
866,Arts and humanities,Finland,2019,3297.0,38397.0,8.586608328775686,4.63344969850841,0.38023803943016377,3.156735264091129
867,Arts and humanities,Finland,2020,3405.0,39687.0,8.579635648953058,3.2757051865332123,0.27212941265401774,3.359637471677475
868,Arts and humanities,Finland,2021,3540.0,44634.0,7.931173544831294,3.9647577092511015,0.3024600080656002,12.46503892962431
869,Arts and humanities,Finland,2022,3537.0,45865.0,7.711762782077837,-0.0847457627118644,-0.006540935353755588,2.757987184657436
870,"Business, administration and law",Finland,2013,7153.0,37169.0,19.244531733433774,,,
871,"Business, administration and law",Finland,2014,7131.0,35881.0,19.874028037122713,-0.3075632601705578,-0.06131378724115827,-3.4652533024832524
872,"Business, administration and law",Finland,2015,7588.0,37109.0,20.447869788999974,6.408638339643809,1.2315071815462557,3.4224241241882893
873,"Business, administration and law",Finland,2016,7786.0,37677.0,20.665127265971282,2.60938323668951,0.5255195477346923,1.5306259936942521
874,"Business, administration and law",Finland,2017,7741.0,37588.0,20.594338618708097,-0.5779604418186489,-0.11971905927423647,-0.23621838256761418
875,"Business, administration and law",Finland,2018,7666.0,37222.0,20.59534683789157,-0.9688670714377987,-0.2014937402611359,-0.9737150154304566
876,"Business, administration and law",Finland,2019,7997.0,38397.0,20.82714795426726,4.317766762327159,0.862046514050577,3.156735264091129
877,"Business, administration and law",Finland,2020,8343.0,39687.0,21.021997127522866,4.3266224834312865,0.87182200720639,3.359637471677475
878,"Business, administration and law",Finland,2021,8946.0,44634.0,20.04301653448044,7.227615965480043,1.3509880360263475,12.46503892962431
879,"Business, administration and law",Finland,2022,9154.0,45865.0,19.95857407609288,2.3250614799910574,0.4535048511937207,2.757987184657436
880,Education,Finland,2013,1619.0,37169.0,4.355780354596573,,,
881,Education,Finland,2014,1631.0,35881.0,4.545581226833143,0.7411982705373688,0.0334438839497227,-3.4652533024832524
882,Education,Finland,2015,1576.0,37109.0,4.246948179686869,-3.3721643163703248,-0.14821202403729553,3.4224241241882893
883,Education,Finland,2016,1559.0,37677.0,4.1378029036282085,-1.0786802030456852,-0.04512036520954428,1.5306259936942521
884,Education,Finland,2017,1755.0,37588.0,4.669043311695222,12.572161642078255,0.5214430137277855,-0.23621838256761418
885,Education,Finland,2018,1878.0,37222.0,5.045403256138843,7.0085470085470085,0.3304497340282629,-0.9737150154304566
886,Education,Finland,2019,1946.0,38397.0,5.068104278980129,3.62087326943557,0.17709716904966535,3.156735264091129
887,Education,Finland,2020,2051.0,39687.0,5.167939123642503,5.39568345323741,0.2645702623025172,3.359637471677475
888,Education,Finland,2021,2101.0,44634.0,4.707173903302415,2.437835202340322,0.11202222520948157,12.46503892962431
889,Education,Finland,2022,2261.0,45865.0,4.929684944947128,7.615421227986673,0.3488498855336313,2.757987184657436
890,"Engineering, manufacturing and construction",Finland,2013,7003.0,37169.0,18.840969625225323,,,
891,"Engineering, manufacturing and construction",Finland,2014,6943.0,35881.0,19.35007385524372,-0.8567756675710411,-0.16721941974861348,-3.4652533024832524
892,"Engineering, manufacturing and construction",Finland,2015,7562.0,37109.0,20.377805923091433,8.91545441451822,1.668058961437926,3.4224241241882893
893,"Engineering, manufacturing and construction",Finland,2016,7443.0,37677.0,19.754757544390475,-1.573657762496694,-0.31584255646681,1.5306259936942521
894,"Engineering, manufacturing and construction",Finland,2017,7145.0,37588.0,19.008726189209323,-4.003761923955394,-0.7928062147493881,-0.23621838256761418
895,"Engineering, manufacturing and construction",Finland,2018,7359.0,37222.0,19.77056579442265,2.995101469559132,0.5749288055451077,-0.9737150154304566
896,"Engineering, manufacturing and construction",Finland,2019,7395.0,38397.0,19.259317134151104,0.48919690175295555,0.09375732479099928,3.156735264091129
897,"Engineering, manufacturing and construction",Finland,2020,7783.0,39687.0,19.61095572857611,5.246788370520622,0.9776501121273968,3.359637471677475
898,"Engineering, manufacturing and construction",Finland,2021,9460.0,44634.0,21.19460500963391,21.54696132596685,3.7572254335260116,12.46503892962431
899,"Engineering, manufacturing and construction",Finland,2022,9361.0,45865.0,20.409898615502016,-1.0465116279069768,-0.21585086667393438,2.757987184657436
900,Health and welfare,Finland,2013,7637.0,37169.0,20.546692135919717,,,
901,Health and welfare,Finland,2014,7801.0,35881.0,21.741311557648896,2.147440094277858,0.4570664139795435,-3.4652533024832524
902,Health and welfare,Finland,2015,8148.0,37109.0,21.95693767010698,4.4481476733752086,0.9350831334716646,3.4224241241882893
903,Health and welfare,Finland,2016,8414.0,37677.0,22.331926639594446,3.264604810996564,0.7060010085728695,1.5306259936942521
904,Health and welfare,Finland,2017,8225.0,37588.0,21.881983611790996,-2.246256239600666,-0.5028200489517932,-0.23621838256761418
905,Health and welfare,Finland,2018,8015.0,37222.0,21.532964375906722,-2.553191489361702,-0.5641824727311804,-0.9737150154304566
906,Health and welfare,Finland,2019,8313.0,38397.0,21.650128916321588,3.7180286961946347,0.7761022996588275,3.156735264091129
907,Health and welfare,Finland,2020,8519.0,39687.0,21.46546728147756,2.478046433297245,0.5190616574697003,3.359637471677475
908,Health and welfare,Finland,2021,9514.0,44634.0,21.31558901286015,11.679774621434442,2.2292422816686837,12.46503892962431
909,Health and welfare,Finland,2022,10106.0,45865.0,22.034230895017988,6.222409081353794,1.2907445764744359,2.757987184657436
910,Information and communication technologies,Finland,2013,3191.0,37169.0,8.585111248621162,,,
911,Information and communication technologies,Finland,2014,3056.0,35881.0,8.517042445862712,-4.230648699467252,-0.3762436944343803,-3.4652533024832524
912,Information and communication technologies,Finland,2015,3185.0,37109.0,8.582823573796114,4.221204188481675,0.34762456546929316,3.4224241241882893
913,Information and communication technologies,Finland,2016,3233.0,37677.0,8.580831807203333,1.5070643642072212,0.12739867823871326,1.5306259936942521
914,Information and communication technologies,Finland,2017,3152.0,37588.0,8.385654996275408,-2.505412929167955,-0.2154943066936256,-0.23621838256761418
915,Information and communication technologies,Finland,2018,3115.0,37222.0,8.368706678845843,-1.1738578680203047,-0.09940357852882704,-0.9737150154304566
916,Information and communication technologies,Finland,2019,3329.0,38397.0,8.669948173034351,6.869983948635634,0.5573352084798292,3.156735264091129
917,Information and communication technologies,Finland,2020,3531.0,39687.0,8.897119963716078,6.067888254731151,0.5089827903343664,3.359637471677475
918,Information and communication technologies,Finland,2021,4495.0,44634.0,10.070798046332392,27.301047861795524,2.159788502038804,12.46503892962431
919,Information and communication technologies,Finland,2022,4658.0,45865.0,10.15589229259784,3.626251390433816,0.35539082088738694,2.757987184657436
920,"Natural sciences, mathematics and statistics",Finland,2013,1876.0,37169.0,5.047216766660389,,,
921,"Natural sciences, mathematics and statistics",Finland,2014,1861.0,35881.0,5.186589002536161,-0.7995735607675907,-0.04180485493715337,-3.4652533024832524
922,"Natural sciences, mathematics and statistics",Finland,2015,1714.0,37109.0,4.61882562181681,-7.898979043524987,-0.3961303187905899,3.4224241241882893
923,"Natural sciences, mathematics and statistics",Finland,2016,1673.0,37677.0,4.440374764445152,-2.3920653442240374,-0.10881970432890092,1.5306259936942521
924,"Natural sciences, mathematics and statistics",Finland,2017,1533.0,37588.0,4.078429285942322,-8.368200836820083,-0.37245929551984674,-0.23621838256761418
925,"Natural sciences, mathematics and statistics",Finland,2018,1555.0,37222.0,4.177636881414218,1.4350945857795172,0.05910483047659986,-0.9737150154304566
926,"Natural sciences, mathematics and statistics",Finland,2019,1543.0,38397.0,4.018543115347553,-0.7717041800643086,-0.03125244159699976,3.156735264091129
927,"Natural sciences, mathematics and statistics",Finland,2020,1609.0,39687.0,4.054224305188097,4.277381723914452,0.16630130773301077,3.359637471677475
928,"Natural sciences, mathematics and statistics",Finland,2021,1532.0,44634.0,3.432360980418515,-4.785581106277191,-0.1725142268226016,12.46503892962431
929,"Natural sciences, mathematics and statistics",Finland,2022,1582.0,45865.0,3.4492532432137795,3.263707571801567,0.10901558922925982,2.757987184657436
930,Services,Finland,2013,2599.0,37169.0,6.992386128225134,,,
931,Services,Finland,2014,2048.0,35881.0,5.707756194086007,-21.200461716044632,-1.5356316713581002,-3.4652533024832524
932,Services,Finland,2015,1958.0,37109.0,5.276348055727721,-4.39453125,-0.2425287666064836,3.4224241241882893
933,Services,Finland,2016,2168.0,37677.0,5.754173633781883,10.725229826353422,0.5573692172943706,1.5306259936942521
934,Services,Finland,2017,2242.0,37588.0,5.964669575396403,3.4132841328413286,0.1968713419176333,-0.23621838256761418
935,Services,Finland,2018,2170.0,37222.0,5.829885551555532,-3.2114183764495987,-0.19343399065069047,-0.9737150154304566
936,Services,Finland,2019,2222.0,38397.0,5.786910435711123,2.3963133640553,0.13542724692033234,3.156735264091129
937,Services,Finland,2020,2186.0,39687.0,5.5081008894600245,-1.6201620162016201,-0.0907098042180059,3.359637471677475
938,Services,Finland,2021,2305.0,44634.0,5.1642245821571,5.443732845379689,0.2666128959985661,12.46503892962431
939,Services,Finland,2022,2455.0,45865.0,5.352665431156655,6.507592190889371,0.32704676768777935,2.757987184657436
940,"Social sciences, journalism and information",Finland,2013,1335.0,37169.0,3.5917027630552343,,,
941,"Social sciences, journalism and information",Finland,2014,1226.0,35881.0,3.416850143530002,-8.164794007490636,-0.30378194587664775,-3.4652533024832524
942,"Social sciences, journalism and information",Finland,2015,1318.0,37109.0,3.551699048748282,7.504078303425775,0.24791829475329435,3.4224241241882893
943,"Social sciences, journalism and information",Finland,2016,1361.0,37677.0,3.612283355893516,3.2625189681335356,0.1141279825888473,1.5306259936942521
944,"Social sciences, journalism and information",Finland,2017,1448.0,37588.0,3.8522932850909863,6.39235855988244,0.2314568479301905,-0.23621838256761418
945,"Social sciences, journalism and information",Finland,2018,1480.0,37222.0,3.9761431411530817,2.209944751381215,0.08597066251141798,-0.9737150154304566
946,"Social sciences, journalism and information",Finland,2019,1533.0,38397.0,3.99249941401672,3.581081081081081,0.13803161705341566,3.156735264091129
947,"Social sciences, journalism and information",Finland,2020,1554.0,39687.0,3.9156398820772544,1.36986301369863,0.05291405246050344,3.359637471677475
948,"Social sciences, journalism and information",Finland,2021,1824.0,44634.0,4.086570775641888,17.374517374517374,0.6049200161312004,12.46503892962431
949,"Social sciences, journalism and information",Finland,2022,1850.0,45865.0,4.033576801482612,1.425438596491228,0.05668810639921509,2.757987184657436
950,"Agriculture, forestry, fisheries and veterinary",France,2016,771.0,434016.0,0.1776432205264322,,,
951,"Agriculture, forestry, fisheries and veterinary",France,2017,1315.0,434270.0,0.3028070094641582,70.55771725032426,0.12526769060722592,0.05852318808523188
952,"Agriculture, forestry, fisheries and veterinary",France,2018,1374.0,470059.0,0.29230373208469573,4.486692015209125,0.012551615860987662,8.241186358716927
953,"Agriculture, forestry, fisheries and veterinary",France,2019,1304.0,485826.0,0.2684088541988284,-5.094614264919942,-0.014408450762207045,3.354259784410042
954,"Agriculture, forestry, fisheries and veterinary",France,2020,1331.0,487909.0,0.27279677152911713,2.0705521472392636,0.005533818806375779,0.4287543276811039
955,"Agriculture, forestry, fisheries and veterinary",France,2021,1376.0,545661.0,0.25217121985994967,3.3809166040571,0.008246878556466377,11.836633470585703
956,"Agriculture, forestry, fisheries and veterinary",France,2022,1851.0,592105.0,0.31261347227265435,34.520348837209305,0.08022225787655907,8.511511726144988
957,Arts and humanities,France,2016,98280.0,434016.0,22.644326476443265,,,
958,Arts and humanities,France,2017,94565.0,434270.0,21.77562346005941,-3.78001628001628,-0.8554585856725079,0.05852318808523188
959,Arts and humanities,France,2018,99569.0,470059.0,21.18223457055391,5.291598371490509,1.0645472164132588,8.241186358716927
960,Arts and humanities,France,2019,102831.0,485826.0,21.166220004693038,3.2761200775341726,0.6714338055188483,3.354259784410042
961,Arts and humanities,France,2020,105911.0,487909.0,21.707121614891303,2.995205725899777,0.6312652564310148,0.4287543276811039
962,Arts and humanities,France,2021,115476.0,545661.0,21.162589959700252,9.031167678522534,1.752919853168909,11.836633470585703
963,Arts and humanities,France,2022,113994.0,592105.0,19.25232855659047,-1.2833835602203054,-0.25029344457486424,8.511511726144988
964,"Business, administration and law",France,2016,104746.0,434016.0,24.134133303841335,,,
965,"Business, administration and law",France,2017,108765.0,434270.0,25.045478619292144,3.836900693105226,0.9254611186588989,0.05852318808523188
966,"Business, administration and law",France,2018,119232.0,470059.0,25.3653264802929,9.62350020686802,2.226741749439964,8.241186358716927
967,"Business, administration and law",France,2019,125984.0,485826.0,25.931918011798462,5.662909286097692,1.389797993520314,3.354259784410042
968,"Business, administration and law",France,2020,124219.0,487909.0,25.459460678118255,-1.4009715519431039,-0.36174778493530557,0.4287543276811039
969,"Business, administration and law",France,2021,135889.0,545661.0,24.903557336881324,9.394698073563626,2.138690505643614,11.836633470585703
970,"Business, administration and law",France,2022,159950.0,592105.0,27.01378978390657,17.706363281796172,4.063637361616605,8.511511726144988
971,Education,France,2016,5178.0,434016.0,1.1930435744304357,,,
972,Education,France,2017,5381.0,434270.0,1.2390908881571372,3.92043259945925,0.046745112487622906,0.05852318808523188
973,Education,France,2018,5970.0,470059.0,1.2700533337304467,10.945920832559004,0.1253034193579955,8.241186358716927
974,Education,France,2019,6819.0,485826.0,1.4035889392498548,14.221105527638192,0.1747539242444826,3.354259784410042
