DATAFLOW,LAST UPDATE,freq,nace_r2,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Belgium,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Belgium,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Belgium,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2010,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2019,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Bulgaria,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Cyprus,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2016,30.3,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2017,38.0,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2018,27.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Czechia,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2010,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2011,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2012,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2020,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Germany,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2016,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2017,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Denmark,2023,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Estonia,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2009,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2014,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2015,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2016,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2017,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2018,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2019,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2021,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2022,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Greece,2023,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2008,52.5,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2009,34.2,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2010,37.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2011,38.9,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2012,46.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2013,36.8,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2014,28.2,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2015,36.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2016,52.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2017,47.7,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2018,54.5,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2019,39.6,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2020,27.9,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2021,39.0,bdu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2022,51.7,du
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Spain,2023,53.1,d
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2008,33.3,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2009,27.6,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2010,27.6,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2011,23.7,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2012,29.4,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2013,31.4,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2014,29.7,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2015,33.5,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2016,32.6,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2017,29.8,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2018,29.3,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2019,27.4,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2020,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2021,29.7,b
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2022,32.0,
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,European Union - 27 countries (from 2020),2023,29.0,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2008,,bu
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2009,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2010,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2011,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2012,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2013,,u
ESTAT:LFSA_EOQGAN2(1.0),12/12/24 23:00:00,Annual,"Water supply; sewerage, waste management and remediation activities",From 20 to 34 years,Total,Percentage,Finland,2014,,bu
